row_label_raw,row_label_full,Môi giới và dịch vụ khách hàng VND,Tự doanh VND,Ngân hàng đầu tư VND,Các bộ phận khác VND,Tổng cộng VND,numeric__Tự doanh VND,numeric__Ngân hàng đầu tư VND,numeric__Các bộ phận khác VND,numeric__Tổng cộng VND
15.040.584.813.320,15.040.584.813.320,15.040.584.813.320,13.059.061.336.550,1.228.245.940,25.504.715.787,28.126.379.111.597,13059061336550.0,1228245940.0,25504715787.0,28126379111597.0
1.730.135.965.661,1.730.135.965.661,1.730.135.965.661,855.281.958.552,7.605.480.838,56.927.469.194,2.649.950.874.245,855281958552.0,7605480838.0,56927469194.0,2649950874245.0
16.770.720.778.981,16.770.720.778.981,16.770.720.778.981,13.914.343.295.102,8.833.726.778,82.432.184.981,30.776.329.985.842,13914343295102.0,8833726778.0,82432184981.0,30776329985842.0
43.904.051.447,43.904.051.447,43.904.051.447,2.873.167.402.000,-,-,2.917.071.453.447,2873167402000.0,,,2917071453447.0
12.969.378.711.705,12.969.378.711.705,12.969.378.711.705,6.411.331.736.877,57.011.913.073,426.737.506.023,19.864.459.867.678,6411331736877.0,57011913073.0,426737506023.0,19864459867678.0
13.013.282.763.152,13.013.282.763.152,13.013.282.763.152,9.284.499.138.877,57.011.913.073,426.737.506.023,22.781.531.321.125,9284499138877.0,57011913073.0,426737506023.0,22781531321125.0
