row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 VND,31/12/2024 VND,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__31/12/2024 VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,(i),2.431.266.116.691,1.773.543.835.124,,2431266116691.0,1773543835124.0
Các tài sản tài chính được ghi nhận thông qua lãi/(lỗ),Các tài sản tài chính được ghi nhận thông qua lãi/(lỗ),Các tài sản tài chính được ghi nhận thông qua lãi/(lỗ),(ii),2.911.761.716.342,1.746.355.135.567,,2911761716342.0,1746355135567.0
Các khoản đầu tư nắm giữ đến ngày đáo hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn,(i),6.714.472.421.784,4.994.512.493.078,,6714472421784.0,4994512493078.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,(iii),15.040.584.813.320,10.293.729.065.183,,15040584813320.0,10293729065183.0
Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,(ii),3.045.306.071.041,2.588.404.505.218,,3045306071041.0,2588404505218.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,(iii),174.798.590.958,231.234.916.889,,174798590958.0,231234916889.0
Phải thu các dịch vụ công ty chứng khoán cung cấp,Phải thu các dịch vụ công ty chứng khoán cung cấp,Phải thu các dịch vụ công ty chứng khoán cung cấp,(iii),9.014.015.780,7.852.593.150,,9014015780.0,7852593150.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,(iii),7.920.148.920,4.537.982.300,,7920148920.0,4537982300.0
"Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",(iii),15.090.000.000,15.090.000.000,,15090000000.0,15090000000.0
"Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",(iii),2.494.566.867,2.514.566.867,,2494566867.0,2514566867.0
Tiền nộp Quỹ Hỗ trợ thanh toán,Tiền nộp Quỹ Hỗ trợ thanh toán,Tiền nộp Quỹ Hỗ trợ thanh toán,(iv),20.000.000.000,20.000.000.000,,20000000000.0,20000000000.0
Tiền nộp Quỹ bù trừ chứng khoán phái sinh,Tiền nộp Quỹ bù trừ chứng khoán phái sinh,Tiền nộp Quỹ bù trừ chứng khoán phái sinh,(iv),10.191.230.244,10.170.880.596,,10191230244.0,10170880596.0
,,,,30.382.899.691.947,21.687.945.973.972,,30382899691947.0,21687945973972.0
