row_label_raw,row_label_full,col_0,Năm 2025 VND,Năm 2024 VND,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,749.689.794.539,468.655.656.501,749689794539.0,468655656501.0
Chi phí lãi trái phiếu phát hành,Chi phí lãi trái phiếu phát hành,Chi phí lãi trái phiếu phát hành,85.190.581.377,59.497.407.040,85190581377.0,59497407040.0
Chi phí hoa hồng bán trái phiếu và huy động vốn,Chi phí hoa hồng bán trái phiếu và huy động vốn,Chi phí hoa hồng bán trái phiếu và huy động vốn,9.473.605.827,13.094.810.906,9473605827.0,13094810906.0
,,,844.353.981.743,541.247.874.447,844353981743.0,541247874447.0
