row_label_raw,row_label_full,Lợi nhuận thuần trong năm,Năm 2025 VND > 1.130.872.997.059,Năm 2024 VND > 743.553.182.565,numeric__Năm 2025 VND > 1.130.872.997.059,numeric__Năm 2024 VND > 743.553.182.565
"Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)",(67.852.379.824),(44.613.190.954),-67852379824.0,-44613190954.0
Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,1.063.020.617.235,698.939.991.611,1063020617235.0,698939991611.0
