row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,31/12/2025 VND,31/12/2024 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__31/12/2024 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,
A.,TÀI SẢN > A.,A.,TÀI SẢN NGĂN HẠN(100 = 110 + 130),100,,30.570.217.920.387,21.873.571.497.790,,100.0,,30570217920387.0,21873571497790.0
I.,TÀI SẢN > I.,I.,Tài sản tài chính,110,,30.551.105.307.265,21.853.905.561.273,,110.0,,30551105307265.0,21853905561273.0
1.,TÀI SẢN > 1.,1.,Tiền và các khoản tương đương tiền,111,6,2.431.266.116.691,1.773.543.835.124,,111.0,6.0,2431266116691.0,1773543835124.0
1.1.,TÀI SẢN > 1.1.,1.1.,Tiền,111.1,,2.431.266.116.691,1.749.543.835.124,,1111.0,,2431266116691.0,1749543835124.0
1.2.,TÀI SẢN > 1.2.,1.2.,Các khoản tương đương tiền,111.2,,-,24.000.000.000,,1112.0,,,24000000000.0
2.,TÀI SẢN > 2.,2.,Các tài sản tài chính được ghi nhận theo giá trị hợp lý thông qua lãi/(lỗ)(“FVTPL”),112,8(a),3.104.483.142.733,1.973.818.318.843,,112.0,,3104483142733.0,1973818318843.0
3.,TÀI SẢN > 3.,3.,Các khoản đầu tư nắm giữ đến ngày đáo hạn (“HTM”),113,8(b),6.714.472.421.784,4.994.512.493.078,,113.0,,6714472421784.0,4994512493078.0
4.,TÀI SẢN > 4.,4.,Các khoản cho vay,114,8(c),15.040.584.813.320,10.293.729.065.183,,114.0,,15040584813320.0,10293729065183.0
5.,TÀI SẢN > 5.,5.,Tài sản tài chính sẵn sàng để bán,115,8(d),3.092.748.059.694,2.706.379.850.371,,115.0,,3092748059694.0,2706379850371.0
6.,TÀI SẢN > 6.,6.,Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,8(f),(27.440.878.619),(98.400.705.976),,116.0,,-27440878619.0,-98400705976.0
7.,TÀI SẢN > 7.,7.,Các khoản phải thu,117,9,174.798.590.958,231.234.916.889,,117.0,9.0,174798590958.0,231234916889.0
7.2,TÀI SẢN > 7.2,7.2,"Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,9,174.798.590.958,231.234.916.889,,1172.0,9.0,174798590958.0,231234916889.0
7.2.1,TÀI SẢN > 7.2.1,7.2.1,"Phải thu cổ tức, tiền lãi đến ngày nhận, các khoản đầu tư đáo hạn",117.3,9,29.767.353.266,29.172.766.557,,1173.0,9.0,29767353266.0,29172766557.0
7.2.2,TÀI SẢN > 7.2.2,7.2.2,"Dự thu cổ tức, tiền lãi chưa đến ngày nhận",117.4,9,145.031.237.692,202.062.150.332,,1174.0,9.0,145031237692.0,202062150332.0
8.,TÀI SẢN > 8.,8.,Trả trước cho người bán,118,10,11.044.645.844,8.229.736.516,,118.0,10.0,11044645844.0,8229736516.0
9.,TÀI SẢN > 9.,9.,Phải thu các dịch vụ công ty chứng khoán cung cấp,119,11,9.014.015.780,7.852.593.150,,119.0,11.0,9014015780.0,7852593150.0
12.,TÀI SẢN > 12.,12.,Các khoản phải thu khác,122,12,7.920.148.920,4.537.982.300,,122.0,12.0,7920148920.0,4537982300.0
13.,TÀI SẢN > 13.,13.,Dự phòng suy giảm giá trị các khoản phải thu,129,13,(7.785.769.840),(41.532.524.205),,129.0,13.0,-7785769840.0,-41532524205.0
II.,TÀI SẢN > II.,II.,Tài sản ngắn hạn khác,130,,19.112.613.122,19.665.936.517,,130.0,,19112613122.0,19665936517.0
1.,TÀI SẢN > 1.,1.,Tạm ứng,131,,81.881.673,1.660.202.400,,131.0,,81881673.0,1660202400.0
2.,TÀI SẢN > 2.,2.,"Vật tư văn phòng, công cụ, dụng cụ",132,,228.436.886,566.344.886,,132.0,,228436886.0,566344886.0
3.,TÀI SẢN > 3.,3.,Chi phí trả trước ngắn hạn,133,14,3.454.012.871,2.331.860.009,,133.0,14.0,3454012871.0,2331860009.0
4.,TÀI SẢN > 4.,4.,"Cầm cố, thể chấp, ký quỹ, ký cược ngắn hạn",134,15(a),15.090.000.000,15.090.000.000,,134.0,,15090000000.0,15090000000.0
6.,TÀI SẢN > 6.,6.,Thuế và các khoản phải thu Nhà nước,136,26,17.529.222,17.529.222,,136.0,26.0,17529222.0,17529222.0
7.,TÀI SẢN > 7.,7.,Tài sản ngắn hạn khác,137,,240.752.470,-,,137.0,,240752470.0,
