row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,10.477.930.783.065,10.649.768.926.546,200.0,,10477930783065.0,10649768926546.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,97.978.293.843,161.986.263.795,210.0,,97978293843.0,161986263795.0
Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,,14.917.485.000,2.911.154.220,212.0,,14917485000.0,2911154220.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,34.041.093.698,53.220.913.698,215.0,8.0,34041093698.0,53220913698.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),155.129.639.941,211.964.120.673,216.0,,155129639941.0,211964120673.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,10,(106.109.924.796),(106.109.924.796),219.0,10.0,-106109924796.0,-106109924796.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,6.254.562.596.946,6.781.810.786.826,220.0,,6254562596946.0,6781810786826.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,5.980.189.726.245,6.507.755.003.702,221.0,12.0,5980189726245.0,6507755003702.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,14.047.149.297.127,14.003.583.074.182,222.0,,14047149297127.0,14003583074182.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(8.066.959.570.882),(7.495.828.070.480),223.0,,-8066959570882.0,-7495828070480.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,13,178.801.281.894,178.215.522.643,224.0,13.0,178801281894.0,178215522643.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,259.886.672.342,241.826.470.123,225.0,,259886672342.0,241826470123.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(81.085.390.448),(63.610.947.480),226.0,,-81085390448.0,-63610947480.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,95.571.588.807,95.840.260.481,227.0,14.0,95571588807.0,95840260481.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,155.582.601.062,150.874.427.908,228.0,,155582601062.0,150874427908.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(60.011.012.255),(55.034.167.427),229.0,,-60011012255.0,-55034167427.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,15,382.731.447.149,395.179.771.448,230.0,15.0,382731447149.0,395179771448.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,500.054.345.295,494.189.326.275,231.0,,500054345295.0,494189326275.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(117.322.898.146),(99.009.554.827),232.0,,-117322898146.0,-99009554827.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,465.975.046.749,275.043.295.521,240.0,,465975046749.0,275043295521.0
