row_label_raw,row_label_full,col_0,2022VND,2021VNDĐã điều chỉnh lại,numeric__2022VND,numeric__2021VNDĐã điều chỉnh lại
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.212.422.167.888,1.419.185.366.308,1212422167888.0,1419185366308.0
Thuế tính theo thuế suất của Công ty mẹ -Tập đoàn Đệt May Việt Nam,Thuế tính theo thuế suất của Công ty mẹ -Tập đoàn Đệt May Việt Nam,Thuế tính theo thuế suất của Công ty mẹ -Tập đoàn Đệt May Việt Nam,242.484.433.578,283.837.073.262,242484433578.0,283837073262.0
Uu đãi thuế,Uu đãi thuế,Uu đãi thuế,(5.044.590.080),(8.337.960.690),-5044590080.0,-8337960690.0
Ảnh hưởng của các mức thuế suất khácáp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất khácáp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất khácáp dụng cho các công ty con,(6.226.005.060),(24.589.889.005),-6226005060.0,-24589889005.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,8.656.630.693,32.169.528.448,8656630693.0,32169528448.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(148.517.247.668),(117.946.784.938),-148517247668.0,-117946784938.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(4.012.912.537),(21.077.316.275),-4012912537.0,-21077316275.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhậnđối với lỗ tính thuế của năm hiện hành,Tài sản thuế thu nhập hoãn lại chưa được ghi nhậnđối với lỗ tính thuế của năm hiện hành,Tài sản thuế thu nhập hoãn lại chưa được ghi nhậnđối với lỗ tính thuế của năm hiện hành,44.268.883.127,11.748.683.012,44268883127.0,11748683012.0
Biến động chênh lệch tạm thời chưa được ghi nhận,Biến động chênh lệch tạm thời chưa được ghi nhận,Biến động chênh lệch tạm thời chưa được ghi nhận,(46.675.832),(23.832.909.610),-46675832.0,-23832909610.0
Dự phòng (thừa)/thiếu trong những năm trước,Dự phòng (thừa)/thiếu trong những năm trước,Dự phòng (thừa)/thiếu trong những năm trước,(2.207.736.989),606.861.542,-2207736989.0,606861542.0
,,,129.354.779.232,132.577.285.746,129354779232.0,132577285746.0
