row_label_raw,row_label_full,col_0,2022VND,2021VNDĐã điều chỉnh lại,numeric__2022VND,numeric__2021VNDĐã điều chỉnh lại
Chi phí nhân viên văn phòng,Chi phí nhân viên văn phòng,Chi phí nhân viên văn phòng,368.689.780.595,426.652.246.353,368689780595.0,426652246353.0
Chi phí đồ dùng văn phòng và vật liệu quản lý,Chi phí đồ dùng văn phòng và vật liệu quản lý,Chi phí đồ dùng văn phòng và vật liệu quản lý,32.913.965.800,16.905.330.690,32913965800.0,16905330690.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,46.405.119.784,46.617.490.833,46405119784.0,46617490833.0
(Hoàn nhập)/trích lập dự phòng phải thu khó đòi,(Hoàn nhập)/trích lập dự phòng phải thu khó đòi,(Hoàn nhập)/trích lập dự phòng phải thu khó đòi,(8.857.828.532),19.673.817.752,-8857828532.0,19673817752.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",41.857.541.936,28.081.833.480,41857541936.0,28081833480.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,133.345.858.711,97.070.262.767,133345858711.0,97070262767.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,85.604.965.285,72.583.956.292,85604965285.0,72583956292.0
Công tác phí,Công tác phí,Công tác phí,11.126.573.293,6.655.552.465,11126573293.0,6655552465.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,12.904.588.734,9.338.268.192,12904588734.0,9338268192.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,41.495.589.923,-,41495589923.0,
Chi phí khác,Chi phí khác,Chi phí khác,89.387.997.074,92.267.311.230,89387997074.0,92267311230.0
,,,854.874.152.603,815.846.070.054,854874152603.0,815846070054.0
