row_label_raw,row_label_full,Tập đoàn Dệt May Việt Nam - Công ty mẹNhà máy Sợi Nam ĐịnhDự án Khu liên hợp Sợi-Dệt-Nhuộm-May Quảng NamDự án 39-41 Võ Văn Kiệt,31/12/2022VND > 18.973.452.3635.236.283.563169.046.480.676,1/1/2022VND > 18.841.452.3635.236.283.56373.439.008.888,numeric__31/12/2022VND > 18.973.452.3635.236.283.563169.046.480.676,numeric__1/1/2022VND > 18.841.452.3635.236.283.56373.439.008.888
"Công ty TNHH Một thành viên Đệt kim Đông XuânDự án Nhà máy MayVăn phòng Ngô Thì NhậmMáy móc, thiết bị chưa lắp đặt","Công ty TNHH Một thành viên Đệt kim Đông XuânDự án Nhà máy MayVăn phòng Ngô Thì NhậmMáy móc, thiết bị chưa lắp đặt","Công ty TNHH Một thành viên Đệt kim Đông XuânDự án Nhà máy MayVăn phòng Ngô Thì NhậmMáy móc, thiết bị chưa lắp đặt",19.805.370.73941.438.667.4447.575.174.166,19.094.349.37939.324.295.072283.000.000,1.9805370739414386e+31,1.9094349379393243e+30
Tổng Công ty Cổ phần Đệt May Hòa ThọMáy móc thiết bị chưa lắp đặt,Tổng Công ty Cổ phần Đệt May Hòa ThọMáy móc thiết bị chưa lắp đặt,Tổng Công ty Cổ phần Đệt May Hòa ThọMáy móc thiết bị chưa lắp đặt,13.367.742.196,12.685.845.477,13367742196.0,12685845477.0
"Tổng Công ty Cổ phần Đệt May Nam ĐịnhDự án Khu Công nghiệp Hoà XáDự án Nhà máy May Yên BìnhDự án xây dựng, cải tạo nhà máy May 2Máy móc, thiết bị chưa lắp đặt","Tổng Công ty Cổ phần Đệt May Nam ĐịnhDự án Khu Công nghiệp Hoà XáDự án Nhà máy May Yên BìnhDự án xây dựng, cải tạo nhà máy May 2Máy móc, thiết bị chưa lắp đặt","Tổng Công ty Cổ phần Đệt May Nam ĐịnhDự án Khu Công nghiệp Hoà XáDự án Nhà máy May Yên BìnhDự án xây dựng, cải tạo nhà máy May 2Máy móc, thiết bị chưa lắp đặt",12.840.234.5665.013.367.1353.746.417.08814.245.941.965,12.944.252.5125.013.367.135408.181.818114.506.019,1.2840234566501337e+41,1.2944252512501337e+38
Công ty Cổ phần Phát triển hạ tầng Đệt May Phố NốiDự án Nhà ở cho công nhânDự án nhà máy xử lý nước thải số 2,Công ty Cổ phần Phát triển hạ tầng Đệt May Phố NốiDự án Nhà ở cho công nhânDự án nhà máy xử lý nước thải số 2,Công ty Cổ phần Phát triển hạ tầng Đệt May Phố NốiDự án Nhà ở cho công nhânDự án nhà máy xử lý nước thải số 2,1.017.594.5455.387.602.896,1.017.594.5455.224.304.285,1.0175945455387603e+19,1.0175945455224304e+19
"Công ty Cổ phần Đệt May HuếMáy móc, thiết bị chưa lắp đặt","Công ty Cổ phần Đệt May HuếMáy móc, thiết bị chưa lắp đặt","Công ty Cổ phần Đệt May HuếMáy móc, thiết bị chưa lắp đặt",37.425.341.186,3.332.001.731,37425341186.0,3332001731.0
"Tổng Công ty Cổ phần Phong PhúDự án chợ mới Thành phố Vũng TàuMáy móc, thiết bị chưa lắp đặtDự án đầu tư nhà máy sợi cọc","Tổng Công ty Cổ phần Phong PhúDự án chợ mới Thành phố Vũng TàuMáy móc, thiết bị chưa lắp đặtDự án đầu tư nhà máy sợi cọc","Tổng Công ty Cổ phần Phong PhúDự án chợ mới Thành phố Vũng TàuMáy móc, thiết bị chưa lắp đặtDự án đầu tư nhà máy sợi cọc",1.407.780.0011.423.457.000-,1.407.780.0014.786.980.938427.393.953,,1.407780001478698e+28
Công ty Cổ phần Vinatex Phú HưngDự án hệ thống điện năng lượng mặt trời,Công ty Cổ phần Vinatex Phú HưngDự án hệ thống điện năng lượng mặt trời,Công ty Cổ phần Vinatex Phú HưngDự án hệ thống điện năng lượng mặt trời,10.477.462.964,-,10477462964.0,
"Công ty TNHH Một thành viên Đệt kim Đông PhươngMáy móc, thiết bị chưa lắp đặt","Công ty TNHH Một thành viên Đệt kim Đông PhươngMáy móc, thiết bị chưa lắp đặt","Công ty TNHH Một thành viên Đệt kim Đông PhươngMáy móc, thiết bị chưa lắp đặt",4.518.356.479,1.216.896.623,4518356479.0,1216896623.0
"Công ty Cổ phần Đệt Gia dụng Phong PhúMáy móc, thiết bị chưa lắp đặt","Công ty Cổ phần Đệt Gia dụng Phong PhúMáy móc, thiết bị chưa lắp đặt","Công ty Cổ phần Đệt Gia dụng Phong PhúMáy móc, thiết bị chưa lắp đặt",18.397.371.220,-,18397371220.0,
Các công trình khác,Các công trình khác,Các công trình khác,9.293.701.614,4.908.554.276,9293701614.0,4908554276.0
,,,400.637.799.806,209.706.048.578,400637799806.0,209706048578.0
