row_label_raw,row_label_full,col_0,1/1/2022Giá trị ghi số và số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Chênh lệch tỷ giá VND,31/12/2022Giá trị ghi số và số có khả năng trả nợ VND,numeric__1/1/2022Giá trị ghi số và số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Chênh lệch tỷ giá VND,numeric__31/12/2022Giá trị ghi số và số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.998.094.722.319,14.568.785.270.589,(13.816.651.022.344),(12.540.083.480),3.737.688.887.084,2998094722319.0,14568785270589.0,-13816651022344.0,-12540083480.0,3737688887084.0
Vay và nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh 25(b)),Vay và nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh 25(b)),Vay và nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh 25(b)),520.671.567.767,452.698.635.551,(483.456.049.501),5.083.989.433,494.998.143.250,520671567767.0,452698635551.0,-483456049501.0,5083989433.0,494998143250.0
,,,3.518.766.290.086,15.021.483.906.140,(14.300.107.071.845),(7.456.094.047),4.232.687.030.334,3518766290086.0,15021483906140.0,-14300107071845.0,-7456094047.0,4232687030334.0
