row_label_raw,row_label_full,col_0,31/12/2022 > Tỷ lệ % sở hữu,31/12/2022 > Tỷ lệ % quyền biểu quyết,31/12/2022 > Giá trị ghi số theo phương pháp vốn chủ VND,31/12/2022 > Giá trị hợp lý VND,31/12/2022 > Tỷ lệ % sở hữu_1,1/1/2022 > Tỷ lệ % quyền biểu quyết,1/1/2022 > Giá trị ghi số theo phương pháp vốn chủ VND,1/1/2022 > Giá trị hợp lý VND,numeric__31/12/2022 > Tỷ lệ % sở hữu,numeric__31/12/2022 > Tỷ lệ % quyền biểu quyết,numeric__31/12/2022 > Giá trị ghi số theo phương pháp vốn chủ VND,numeric__31/12/2022 > Giá trị hợp lý VND,numeric__31/12/2022 > Tỷ lệ % sở hữu_1,numeric__1/1/2022 > Tỷ lệ % quyền biểu quyết,numeric__1/1/2022 > Giá trị ghi số theo phương pháp vốn chủ VND,numeric__1/1/2022 > Giá trị hợp lý VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,
▪ Tổng Công ty May 10 - CTCP,Công ty liên kết > ▪ Tổng Công ty May 10 - CTCP,▪ Tổng Công ty May 10 - CTCP,"33,82%","33,82%",102.799.518.161,(*),"33,82%","33,82%",86.302.489.246,(*),0.3382,0.3382,102799518161.0,,0.3382,0.3382,86302489246.0,
▪ Tổng Công ty Cổ phần May Việt Tiến,Công ty liên kết > ▪ Tổng Công ty Cổ phần May Việt Tiến,▪ Tổng Công ty Cổ phần May Việt Tiến,"30,40%","30,40%",441.859.777.428,(*),"30,40%","30,40%",429.570.784.493,(*),0.304,0.304,441859777428.0,,0.304,0.304,429570784493.0,
▪ Tổng Công ty Việt Thắng - CTCP,Công ty liên kết > ▪ Tổng Công ty Việt Thắng - CTCP,▪ Tổng Công ty Việt Thắng - CTCP,"46,93%","46,93%",93.266.241.853,(*),"46,93%","46,93%",95.142.315.083,(*),0.4693,0.4693,93266241853.0,,0.4693,0.4693,95142315083.0,
▪ Tổng Công ty May Nhà Bè - CTCP,Công ty liên kết > ▪ Tổng Công ty May Nhà Bè - CTCP,▪ Tổng Công ty May Nhà Bè - CTCP,"26,37%","26,37%",102.396.916.313,(*),"27,69%","27,69%",97.334.764.993,(*),0.2637,0.2637,102396916313.0,,0.27690000000000003,0.27690000000000003,97334764993.0,
▪ Tổng Công ty May Đức Giang - CTCP,Công ty liên kết > ▪ Tổng Công ty May Đức Giang - CTCP,▪ Tổng Công ty May Đức Giang - CTCP,"35,22%","35,22%",45.939.661.786,(*),"35,21%","35,21%",48.575.508.708,(*),0.3522,0.3522,45939661786.0,,0.3521,0.3521,48575508708.0,
▪ Tổng Công ty May Hưng Yên - CTCP,Công ty liên kết > ▪ Tổng Công ty May Hưng Yên - CTCP,▪ Tổng Công ty May Hưng Yên - CTCP,"35,01%","35,01%",117.158.056.719,(*),"35,01%","35,01%",125.875.386.189,(*),0.35009999999999997,0.35009999999999997,117158056719.0,,0.35009999999999997,0.35009999999999997,125875386189.0,
▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,Công ty liên kết > ▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,"30,00%","30,00%",84.795.901.963,(*),"40,33%","40,33%",85.331.533.605,(*),0.3,0.3,84795901963.0,,0.4033,0.4033,85331533605.0,
▪ Công ty TNHH Coats Phong Phú,Công ty liên kết > ▪ Công ty TNHH Coats Phong Phú,▪ Công ty TNHH Coats Phong Phú,"17,86%","17,86%",1.017.097.499.417,(*),"17,86%","17,86%",800.240.738.987,(*),0.17859999999999998,0.17859999999999998,1017097499417.0,,0.17859999999999998,0.17859999999999998,800240738987.0,
▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,Công ty liên kết > ▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,"22,05%","22,05%",117.043.582.088,(*),"22,05%","22,05%",142.149.479.654,(*),0.2205,0.2205,117043582088.0,,0.2205,0.2205,142149479654.0,
▪ Các khoản đầu tư tại công ty liên kết khác,Công ty liên kết > ▪ Các khoản đầu tư tại công ty liên kết khác,▪ Các khoản đầu tư tại công ty liên kết khác,,,664.778.098.586,(*),,,619.459.279.345,(*),,,664778098586.0,,,,619459279345.0,
,,,,,2.787.135.254.314,,,,2.529.982.280.303,,,,2787135254314.0,,,,2529982280303.0,
