row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,"Chi phí thuếvăn phòng,nhà xưởngtrả trướcVND",Công cụ vàdụng cụVND,Phụ tùngthay thếVND,Chi phísửa chữa lớntài sản cố địnhVND,Chi phí trả trướcđài hạn khácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,"numeric__Chi phí thuếvăn phòng,nhà xưởngtrả trướcVND",numeric__Công cụ vàdụng cụVND,numeric__Phụ tùngthay thếVND,numeric__Chi phísửa chữa lớntài sản cố địnhVND,numeric__Chi phí trả trướcđài hạn khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,198.706.026.669,21.967.500.000,50.214.690.763,570.063.545,22.336.549.465,29.904.220.452,323.699.050.894,198706026669.0,21967500000.0,50214690763.0,570063545.0,22336549465.0,29904220452.0,323699050894.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,39.875.089.813,1.026.068.733,21.327.197.120,14.469.191.873,76.697.547.539,,,39875089813.0,1026068733.0,21327197120.0,14469191873.0,76697547539.0
Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,-,-,6.194.110.936,-,-,-,6.194.110.936,,,6194110936.0,,,,6194110936.0
Giảm do thanh lý,Giảm do thanh lý,Giảm do thanh lý,-,-,(121.132.647),-,-,-,(121.132.647),,,-121132647.0,,,,-121132647.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(15.403.130.031),(5.220.000.000),(39.954.147.675),(974.550.154),(12.352.175.082),(11.092.690.871),(84.996.693.813),-15403130031.0,-5220000000.0,-39954147675.0,-974550154.0,-12352175082.0,-11092690871.0,-84996693813.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,183.302.896.638,16.747.500.000,56.208.611.190,621.582.124,31.311.571.503,33.280.721.454,321.472.882.909,183302896638.0,16747500000.0,56208611190.0,621582124.0,31311571503.0,33280721454.0,321472882909.0
