row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND Đã điều chỉnh lại
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,10.603.676.587.070,11.150.127.767.087,300.0,,10603676587070.0,11150127767087.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,7.078.450.540.243,7.025.817.372.387,310.0,,7078450540243.0,7025817372387.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,20,1.204.970.511.850,1.862.814.887.766,311.0,20.0,1204970511850.0,1862814887766.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,85.895.957.054,91.631.702.984,312.0,,85895957054.0,91631702984.0
Thuế và các khoản phải nộp Nhà nước,NGUỒN VỐN > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,21(b),151.584.430.097,128.523.225.429,313.0,,151584430097.0,128523225429.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,769.743.000.147,881.194.686.337,314.0,,769743000147.0,881194686337.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,22(a),109.250.873.186,102.749.093.836,315.0,,109250873186.0,102749093836.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,23,18.440.942.495,16.582.456.090,318.0,23.0,18440942495.0,16582456090.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,24(a),198.582.753.942,179.522.712.595,319.0,,198582753942.0,179522712595.0
Vay và nợ thuê tài chính ngắn hạn,NGUỒN VỐN > Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,25(a),4.232.687.030.334,3.518.766.290.086,320.0,,4232687030334.0,3518766290086.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,26,103.928.621.889,63.863.188.366,321.0,26.0,103928621889.0,63863188366.0
"Quỹ khen thưởng, phúc lợi","NGUỒN VỐN > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,27,203.366.419.249,180.169.128.898,322.0,27.0,203366419249.0,180169128898.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,3.525.226.046.827,4.124.310.394.700,330.0,,3525226046827.0,4124310394700.0
Phải trả người bán dài hạn,NGUỒN VỐN > Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,,17.600.000,189.958.848.653,331.0,,17600000.0,189958848653.0
Người mua trả tiền trước dài hạn,NGUỒN VỐN > Người mua trả tiền trước dài hạn,Người mua trả tiền trước dài hạn,332,,4.882.461.915,12.335.416.496,332.0,,4882461915.0,12335416496.0
Chi phí phải trả dài hạn,NGUỒN VỐN > Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,22(b),10.226.684.160,21.819.456.000,333.0,,10226684160.0,21819456000.0
Doanh thu chưa thực hiện dài hạn,NGUỒN VỐN > Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,336,23,314.821.391.134,335.228.437.392,336.0,23.0,314821391134.0,335228437392.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,24(b),71.202.443.574,89.803.554.007,337.0,,71202443574.0,89803554007.0
Vay và nợ thuê tài chính dài hạn,NGUỒN VỐN > Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,25(b),3.026.001.978.852,3.380.915.172.021,338.0,,3026001978852.0,3380915172021.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,19,73.407.818.622,64.694.623.361,341.0,19.0,73407818622.0,64694623361.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,26,24.665.668.570,29.554.886.770,342.0,26.0,24665668570.0,29554886770.0
