row_label_raw,row_label_full,col_0,Nguyên nhân xóa sổ,Năm xóa sổ,31/12/2022 VND,1/1/2022 VND,numeric__Nguyên nhân xóa sổ,numeric__Năm xóa sổ,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Phải thu Công ty Cổ phần,Phải thu Công ty Cổ phần,Phải thu Công ty Cổ phần,Không có,,,,,,,
Dệt May Hapaco Hải Phòng,Phải thu Công ty Cổ phần > Dệt May Hapaco Hải Phòng,Dệt May Hapaco Hải Phòng,khả năng thu hồi,2011,6.193.939.787,6.193.939.787,,2011.0,6193939787.0,6193939787.0
Phải thu Công ty TNHH,Phải thu Công ty TNHH,Phải thu Công ty TNHH,Không có,,,,,,,
Một thành viên Đệt 19-5 Hà Nội,Phải thu Công ty TNHH > Một thành viên Đệt 19-5 Hà Nội,Một thành viên Đệt 19-5 Hà Nội,khả năng thu hồi,2011,4.220.231.656,4.220.231.656,,2011.0,4220231656.0,4220231656.0
Một thành viên Đệt 19-5 Hà Nội,Một thành viên Đệt 19-5 Hà Nội,Một thành viên Đệt 19-5 Hà Nội,Không có,,,,,,,
Phải thu các đối tượng khác,Một thành viên Đệt 19-5 Hà Nội > Phải thu các đối tượng khác,Phải thu các đối tượng khác,khả năng thu hồi,,13.182.259.559,13.182.259.559,,,13182259559.0,13182259559.0
,,,,,23.596.431.002,23.596.431.002,,,23596431002.0,23596431002.0
