row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2022_2,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,34.832.544.284,3.326.667.737,31.505.876.547,34832544284.0,3326667737.0,31505876547.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,64.192.923.239,1.708.379.649,62.484.543.590,64192923239.0,1708379649.0,62484543590.0
Sau năm năm,Sau năm năm,Sau năm năm,9.596.353.825,387.329.729,9.209.024.096,9596353825.0,387329729.0,9209024096.0
,,,108.621.821.348,5.422.377.115,103.199.444.233,108621821348.0,5422377115.0,103199444233.0
,,,1/1/2022,1/1/2022,1/1/2022,,,
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,34.472.714.670,2.966.281.931,31.506.432.739,34472714670.0,2966281931.0,31506432739.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,56.318.769.986,1.588.295.386,54.730.474.600,56318769986.0,1588295386.0,54730474600.0
Sau năm năm,Sau năm năm,Sau năm năm,13.476.720.600,139.829.911,13.336.890.689,13476720600.0,139829911.0,13336890689.0
,,,104.268.205.256,4.694.407.228,99.573.798.028,104268205256.0,4694407228.0,99573798028.0
