row_label_raw,row_label_full,col_0,1/1/2022VND,1/1/2022VND_1,Số đã nộp trong năm VND,Số đã được hoàn/ bù trừ trong năm VND,31/12/2022VND,numeric__1/1/2022VND,numeric__1/1/2022VND_1,numeric__Số đã nộp trong năm VND,numeric__Số đã được hoàn/ bù trừ trong năm VND,numeric__31/12/2022VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,2.258.828.549,2.258.828.549,19.069.342.047,(13.359.003.222),7.969.167.374,2258828549.0,2258828549.0,19069342047.0,-13359003222.0,7969167374.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,433.399.335,433.399.335,5.900.435.293,(5.841.184.423),492.650.205,433399335.0,433399335.0,5900435293.0,-5841184423.0,492650205.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,2.920.239.496,2.920.239.496,6.927.383.379,(8.874.777.646),972.845.229,2920239496.0,2920239496.0,6927383379.0,-8874777646.0,972845229.0
Các khoản khác,Các khoản khác,Các khoản khác,86.734.219,86.734.219,-,-,86.734.219,86734219.0,86734219.0,,,86734219.0
,,,5.699.201.599,5.699.201.599,31.897.160.719,(28.074.965.291),9.521.397.027,5699201599.0,5699201599.0,31897160719.0,-28074965291.0,9521397027.0
(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,(b) Thuế và các khoản khác phải nộp Nhà nước,,,,,
,,,1/1/2022VNDĐã điều chỉnh lại,Thuế GTGT đầu ra VND,Số phải nộp trong năm VND,Số đã nộp/ bù trừ trong năm VND,Bù trừ với thuế GTGT đầu vào VND,,,,,
Thuế giá trị gia tăng,(b) Thuế và các khoản khác phải nộp Nhà nước > Thuế giá trị gia tăng,Thuế giá trị gia tăng,25.035.889.397,541.231.786.839,-,(395.949.897.250),(148.331.978.830),25035889397.0,541231786839.0,,-395949897250.0,-148331978830.0
Thuế xuất nhập khẩu,(b) Thuế và các khoản khác phải nộp Nhà nước > Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,197.437.524,-,14.073.482.754,(14.213.940.240),-,197437524.0,,14073482754.0,-14213940240.0,
Thuế thu nhập doanh nghiệp,(b) Thuế và các khoản khác phải nộp Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,46.735.010.296,-,140.280.019.988,(139.604.309.789),-,46735010296.0,,140280019988.0,-139604309789.0,
Thuế thu nhập cá nhân,(b) Thuế và các khoản khác phải nộp Nhà nước > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.029.517.211,-,27.035.163.994,(26.968.587.267),-,5029517211.0,,27035163994.0,-26968587267.0,
Thuế tài nguyên,(b) Thuế và các khoản khác phải nộp Nhà nước > Thuế tài nguyên,Thuế tài nguyên,238.893.302,-,2.628.653.392,(2.654.021.972),-,238893302.0,,2628653392.0,-2654021972.0,
"Tiền thuê, thuế đất","(b) Thuế và các khoản khác phải nộp Nhà nước > Tiền thuê, thuế đất","Tiền thuê, thuế đất",51.282.164.442,-,92.122.803.074,(66.584.679.784),-,51282164442.0,,92122803074.0,-66584679784.0,
Các loại thuế khác,(b) Thuế và các khoản khác phải nộp Nhà nước > Các loại thuế khác,Các loại thuế khác,4.313.257,-,1.037.384.299,(1.040.674.540),-,4313257.0,,1037384299.0,-1040674540.0,
,,,128.523.225.429,541.231.786.839,277.177.507.501,(647.016.110.842),(148.331.978.830),128523225429.0,541231786839.0,277177507501.0,-647016110842.0,-148331978830.0
