row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,9.555.808.675.234,9.546.050.792.976,100.0,,9555808675234.0,9546050792976.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,615.868.535.508,636.969.466.530,110.0,5.0,615868535508.0,636969466530.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,420.520.709.544,343.805.758.553,111.0,,420520709544.0,343805758553.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,195.347.825.964,293.163.707.977,112.0,,195347825964.0,293163707977.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,2.214.675.356.346,2.251.456.495.286,120.0,,2214675356346.0,2251456495286.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6(a),2.214.675.356.346,2.251.456.495.286,123.0,,2214675356346.0,2251456495286.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.331.075.002.806,3.087.281.744.705,130.0,,2331075002806.0,3087281744705.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,2.021.874.040.655,2.349.967.011.611,131.0,7.0,2021874040655.0,2349967011611.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,111.607.316.360,203.035.130.731,132.0,,111607316360.0,203035130731.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,23.751.260.000,163.569.315.478,135.0,8.0,23751260000.0,163569315478.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9(a),497.754.646.941,703.640.193.067,136.0,,497754646941.0,703640193067.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,10,(325.389.110.949),(334.246.939.481),137.0,10.0,-325389110949.0,-334246939481.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,1.476.849.799,1.317.033.299,139.0,,1476849799.0,1317033299.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,4.137.861.929.531,3.352.745.710.191,140.0,11.0,4137861929531.0,3352745710191.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,4.471.910.096.770,3.432.818.622.262,141.0,,4471910096770.0,3432818622262.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(334.048.167.239),(80.072.912.071),149.0,,-334048167239.0,-80072912071.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,256.327.851.043,217.597.376.264,150.0,,256327851043.0,217597376264.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,18(a),27.971.288.981,27.586.139.190,151.0,,27971288981.0,27586139190.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,218.835.165.035,184.312.035.475,152.0,,218835165035.0,184312035475.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,21(a),9.521.397.027,5.699.201.599,153.0,,9521397027.0,5699201599.0
