row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2016 VND > 1.792.109.497.882 > 923.512.917.695,2015 VND > 391.119.906.214 > 526.748.546.327,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2016 VND > 1.792.109.497.882 > 923.512.917.695,numeric__2015 VND > 391.119.906.214 > 526.748.546.327
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,61,,6.624.195.754,(4.474.463.459),61.0,,6624195754.0,-4474463459.0
Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,61,,19.094.854.360,10.118.928.613,61.0,,19094854360.0,10118928613.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),70,5,2.741.341.465.691,923.512.917.695,70.0,5.0,2741341465691.0,923512917695.0
