row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,21,,(1.859.421.262.131),(161.111.592.351),21.0,,-1859421262131.0,-161111592351.0
Tiền chi đặt cọc mua máy bay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đặt cọc mua máy bay,Tiền chi đặt cọc mua máy bay,21,,(1.286.462.375.174),(1.048.612.463.176),21.0,,-1286462375174.0,-1048612463176.0
Tiền thu hồi các công cụ nợ của các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các công cụ nợ của các đơn vị khác,Tiền thu hồi các công cụ nợ của các đơn vị khác,24,,270.000.000.000,-,24.0,,270000000000.0,
Tiền chi đầu tư vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư vào các đơn vị khác,Tiền chi đầu tư vào các đơn vị khác,25,,(60.000.000.000),-,25.0,,-60000000000.0,
Tiền chi gửi có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi gửi có kỳ hạn,Tiền chi gửi có kỳ hạn,25,,(1.400.000.000),-,25.0,,-1400000000.0,
Tiền thuần thu từ thanh lý một công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thuần thu từ thanh lý một công ty con,Tiền thuần thu từ thanh lý một công ty con,26,,-,(1.261.983.489),26.0,,,-1261983489.0
Tiền thu lãi tiền gửi và lãi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và lãi cho vay,Tiền thu lãi tiền gửi và lãi cho vay,27,,105.910.808.415,10.256.694.183,27.0,,105910808415.0,10256694183.0
Tiền thu cổ tức nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức nhận được,Tiền thu cổ tức nhận được,27,,1.180.266.000,-,27.0,,1180266000.0,
Lưu chuyển tiền thuần từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ các hoạt động đầu tư,Lưu chuyển tiền thuần từ các hoạt động đầu tư,30,,(2.830.192.562.890),(1.200.729.344.833),30.0,,-2830192562890.0,-1200729344833.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
