row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,15.328.679.347.088,9.897.423.484.873,300.0,,15328679347088.0,9897423484873.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,10.570.076.600.330,6.393.867.460.244,310.0,,10570076600330.0,6393867460244.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,15,391.117.403.830,425.825.498.260,311.0,15.0,391117403830.0,425825498260.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,306.908.790.544,169.271.600.512,312.0,,306908790544.0,169271600512.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,16(a),197.975.487.841,62.933.846.915,313.0,,197975487841.0,62933846915.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,17,492.497.152.683,396.937.677.585,315.0,17.0,492497152683.0,396937677585.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,18,1.306.836.634.360,662.230.377.199,318.0,18.0,1306836634360.0,662230377199.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,19,528.665.316.650,622.174.879.614,319.0,19.0,528665316650.0,622174879614.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,20(a),6.102.386.845.285,3.543.467.794.788,320.0,,6102386845285.0,3543467794788.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,21,1.243.688.969.137,511.025.785.371,321.0,21.0,1243688969137.0,511025785371.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,4.758.602.746.758,3.503.556.024.629,330.0,,4758602746758.0,3503556024629.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,,17.436.536.908,8.967.800.380,337.0,,17436536908.0,8967800380.0
Vay dài hạn,NGUỒN VỐN > Vay dài hạn,Vay dài hạn,338,20(b),694.840.299.644,-,338.0,,694840299644.0,
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,22,82.471.339.722,31.558.668.102,341.0,22.0,82471339722.0,31558668102.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,21,3.963.854.570.484,3.463.029.556.147,342.0,21.0,3963854570484.0,3463029556147.0
VỐN CHỦ SỞ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,4.734.022.177.639,2.147.440.280.350,400.0,,4734022177639.0,2147440280350.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,23,4.734.022.177.639,2.147.440.280.350,410.0,23.0,4734022177639.0,2147440280350.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,24,3.000.000.000.000,1.450.000.000.000,411.0,24.0,3000000000000.0,1450000000000.0
Chênh lệch tỷ giá hối đoái,NGUỒN VỐN > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,417,,29.673.324.403,10.578.470.043,417.0,,29673324403.0,10578470043.0
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,1.702.862.911.199,685.722.725.515,421.0,,1702862911199.0,685722725515.0
Lợi ích cổ đông không kiểm soát,NGUỒN VỐN > Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,1.485.942.037,1.139.084.792,429.0,,1485942037.0,1139084792.0
TỔNG NGUỒN VỐN(440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN(440 = 300 + 400),TỔNG NGUỒN VỐN(440 = 300 + 400),440,,20.062.701.524.727,12.044.863.765.223,440.0,,20062701524727.0,12044863765223.0
