row_label_raw,row_label_full,col_0,Chi phíbảo dưỡngmáy bayVND,Chi phíhoàn tràtài sản thuêVND,Chi phíkiểm tra vàsửa chữa lớnVND,"Phụ tùng xoay vòng,công cụ vàdụng cụVND",KhácVND,TổngVND,numeric__Chi phíbảo dưỡngmáy bayVND,numeric__Chi phíhoàn tràtài sản thuêVND,numeric__Chi phíkiểm tra vàsửa chữa lớnVND,"numeric__Phụ tùng xoay vòng,công cụ vàdụng cụVND",numeric__KhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.247.148.148.287,142.173.066.533,140.064.199.458,196.630.229.782,1.013.748.701,2.727.029.392.761,2247148148287.0,142173066533.0,140064199458.0,196630229782.0,1013748701.0,2727029392761.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.178.269.279.439,61.816.749.558,135.304.649.002,174.488.437.268,1.757.971.843,1.551.637.087.110,1178269279439.0,61816749558.0,135304649002.0,174488437268.0,1757971843.0,1551637087110.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(322.052.554.797),(31.917.515.187),(108.847.091.444),(160.209.216.635),(2.582.266.168),(625.608.644.231),-322052554797.0,-31917515187.0,-108847091444.0,-160209216635.0,-2582266168.0,-625608644231.0
Xóa sổ trong năm,Xóa sổ trong năm,Xóa sổ trong năm,(305.542.382.713),-,-,-,-,(305.542.382.713),-305542382713.0,,,,,-305542382713.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.797.822.490.216,172.072.300.904,166.521.757.016,210.909.450.415,189.454.376,3.347.515.452.927,2797822490216.0,172072300904.0,166521757016.0,210909450415.0,189454376.0,3347515452927.0
