row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016 VND > 42.064.055.558,Số phải nộp trong năm VND > 1.205.438.885.148,Số đã nộp trong năm VND > (460.761.984.913),Số đã cán trừ trong năm VND > (721.771.908.189),Phân loại lại VND > -,31/12/2016 VND > 64.969.047.604,numeric__1/1/2016 VND > 42.064.055.558,numeric__Số phải nộp trong năm VND > 1.205.438.885.148,numeric__Số đã nộp trong năm VND > (460.761.984.913),numeric__Số đã cán trừ trong năm VND > (721.771.908.189),numeric__Phân loại lại VND > -,numeric__31/12/2016 VND > 64.969.047.604
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,13.217.859.358,257.427.177.089,(253.664.090.637),-,-,16.980.945.810,13217859358.0,257427177089.0,-253664090637.0,,,16980945810.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,7.651.931.999,23.400.200.494,(87.905.659.940),-,56.853.527.447,-,7651931999.0,23400200494.0,-87905659940.0,,56853527447.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,156.246.350.074,(40.220.855.647),-,-,116.025.494.427,,156246350074.0,-40220855647.0,,,116025494427.0
,,,62.933.846.915,1.642.512.612.805,(842.552.591.137),(721.771.908.189),56.853.527.447,197.975.487.841,62933846915.0,1642512612805.0,-842552591137.0,-721771908189.0,56853527447.0,197975487841.0
(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,(b) Thuế phải thu Nhà nước,,,,,,
,,,1/1/2016 VND,Số phải thu trong năm VND,Số được hoàn lại trong năm VND,Số đã cán trừ trong năm VND,Phân loại lại VND,31/12/2016 VND,,,,,,
Thuế giá trị gia tăng được khấu trừ,(b) Thuế phải thu Nhà nước > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,5.680.535.184,721.774.123.829,-,(721.771.908.189),-,5.682.750.824,5680535184.0,721774123829.0,,-721771908189.0,,5682750824.0
Thuế nhà thầu,(b) Thuế phải thu Nhà nước > Thuế nhà thầu,Thuế nhà thầu,-,-,-,-,56.853.527.447,56.853.527.447,,,,,56853527447.0,56853527447.0
,,,5.680.535.184,721.774.123.829,-,(721.771.908.189),56.853.527.447,62.536.278.271,5680535184.0,721774123829.0,,-721771908189.0,56853527447.0,62536278271.0
