row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2023,Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuếcho năm kết thúcngày 31/12/2023Triệu VND,numeric__Mức tănglãi suất31/12/2023,numeric__Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuếcho năm kết thúcngày 31/12/2023Triệu VND
VND,VND,VND,"1,00%",(60.149),0.01,-60149.0
USD,USD,USD,"0,25%",151.108,0.0025,151108.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,
Loại tiền,Loại tiền,Loại tiền,Mức tănglãi suất31/12/2022,Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuếcho năm kết thúcngày 31/12/2022Triệu VND,,
VND,Loại tiền > VND,VND,"2,00%",934.848,0.02,934848.0
USD,Loại tiền > USD,USD,"0,50%",269.868,0.005,269868.0
