row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2023 Triệu VND,31/12/2022 Triệu VND,numeric__Thuyết minh,numeric__31/12/2023 Triệu VND,numeric__31/12/2022 Triệu VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,4,1.681.052,1.617.912,4.0,1681052.0,1617912.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),5,8.217.767,10.062.633,5.0,8217767.0,10062633.0
Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,6,68.197.574,51.899.808,6.0,68197574.0,51899808.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,56.382.159,27.161.023,,56382159.0,27161023.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,,11.815.415,24.738.785,,11815415.0,24738785.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,156.721,20.958,7.0,156721.0,20958.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,262.075.015,228.879.243,,262075015.0,228879243.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,8,266.345.545,231.944.016,8.0,266345545.0,231944016.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,9,(4.270.530),(3.064.773),9.0,-4270530.0,-3064773.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,10,16.370,103.160,10.0,16370.0,103160.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,16.495,103.912,,16495.0,103912.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(125),(752),,-125.0,-752.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,60.988.364,40.278.720,,60988364.0,40278720.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,11,60.956.278,40.250.383,11.0,60956278.0,40250383.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12,42.380,42.380,12.0,42380.0,42380.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13,(10.294),(14.043),13.0,-10294.0,-14043.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,919.457,419.457,14.0,919457.0,419457.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,,850.000,350.000,,850000.0,350000.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,69.667,69.667,,69667.0,69667.0
Dự phòng giám giá đầu tư dài hạn,TÀI SẢN > Dự phòng giám giá đầu tư dài hạn,Dự phòng giám giá đầu tư dài hạn,,(210),(210),,-210.0,-210.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,754.046,697.120,,754046.0,697120.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,464.588,405.209,15.0,464588.0,405209.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,1.115.592,989.341,,1115592.0,989341.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,(651.004),(584.132),,-651004.0,-584132.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16,289.458,291.911,16.0,289458.0,291911.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,694.306,632.775,,694306.0,632775.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,(404.848),(340.864),,-404848.0,-340864.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17,7.169.500,9.130.850,17.0,7169500.0,9130850.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,,2.494.867,5.477.663,,2494867.0,5477663.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,3.663.279,2.432.288,,3663279.0,2432288.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,1.022.418,1.252.711,,1022418.0,1252711.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,TÀI SẢN > Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(11.064),(31.812),,-11064.0,-31812.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,410.175.866,343.109.861,,410175866.0,343109861.0
