row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2023Triệu VND,31/12/2022Triệu VND,numeric__Thuyết minh,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,36,227.964.990,144.234.405,36.0,227964990.0,144234405.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,,1.762.364,3.445.803,,1762364.0,3445803.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,1.775.463,344.141,,1775463.0,344141.0
Cam kết giao dịch hoán đồi,Cam kết giao dịch hoán đồi,Cam kết giao dịch hoán đồi,,224.427.163,140.444.461,,224427163.0,140444461.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,36,1.943.650,1.319.357,36.0,1943650.0,1319357.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,36,7.025.057,7.401.007,36.0,7025057.0,7401007.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,36,38.380.834,26.162.084,36.0,38380834.0,26162084.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,37,3.162.280,3.100.597,37.0,3162280.0,3100597.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,38,18.479.513,12.960.000,38.0,18479513.0,12960000.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,39,29.531.434,25.777.259,39.0,29531434.0,25777259.0
