row_label_raw,row_label_full,col_0,2023Triệu VND,2022Triệu VND,numeric__2023Triệu VND,numeric__2022Triệu VND
Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,,
Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ thanh toán,Dịch vụ thanh toán,2.359.965,2.109.874,2359965.0,2109874.0
Dịch vụ đại lý bảo hiểm,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,879.783,1.302.900,879783.0,1302900.0
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ khác,Dịch vụ khác,1.375.758,1.010.168,1375758.0,1010168.0
,,,4.615.506,4.422.942,4615506.0,4422942.0
Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,,
Dịch vụ thanh toán,Chi phí hoạt động dịch vụ cho > Dịch vụ thanh toán,Dịch vụ thanh toán,(1.010.707),(760.216),-1010707.0,-760216.0
Dịch vụ đại lý bảo hiểm,Chi phí hoạt động dịch vụ cho > Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,(102.879),(150.665),-102879.0,-150665.0
Dịch vụ môi giới,Chi phí hoạt động dịch vụ cho > Dịch vụ môi giới,Dịch vụ môi giới,(175.303),(193.753),-175303.0,-193753.0
Cước phí bưu điện về mạng viễn thông,Chi phí hoạt động dịch vụ cho > Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,(154.510),(213.889),-154510.0,-213889.0
Dịch vụ ủy thác và đại lý,Chi phí hoạt động dịch vụ cho > Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,(10.542),(1.338),-10542.0,-1338.0
Dịch vụ khác,Chi phí hoạt động dịch vụ cho > Dịch vụ khác,Dịch vụ khác,(18.732),(18.741),-18732.0,-18741.0
,,,(1.472.673),(1.338.602),-1472673.0,-1338602.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ cho > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.142.833,3.084.340,3142833.0,3084340.0
