row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2023Triệu VND,31/12/2022Triệu VND,,
Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,,
- Tiền gửi không kỳ hạn của VIB AMC tại Ngân hàng,Công ty conVIB AMC > - Tiền gửi không kỳ hạn của VIB AMC tại Ngân hàng,- Tiền gửi không kỳ hạn của VIB AMC tại Ngân hàng,164.302,4.458,164302.0,4458.0
- Tiền gửi có kỳ hạn của VIB AMC tại Ngân hàng,Công ty conVIB AMC > - Tiền gửi có kỳ hạn của VIB AMC tại Ngân hàng,- Tiền gửi có kỳ hạn của VIB AMC tại Ngân hàng,262.250,382.000,262250.0,382000.0
- Phải trả lãi ủy thác cho VIB AMC,Công ty conVIB AMC > - Phải trả lãi ủy thác cho VIB AMC,- Phải trả lãi ủy thác cho VIB AMC,398,634,398.0,634.0
- Lãi phải trả cho tiền gửi tại Ngân hàng của VIB AMC,Công ty conVIB AMC > - Lãi phải trả cho tiền gửi tại Ngân hàng của VIB AMC,- Lãi phải trả cho tiền gửi tại Ngân hàng của VIB AMC,529,3.237,529.0,3237.0
- Phải thu trả hộ lương nhân viên cho VIB AMC,Công ty conVIB AMC > - Phải thu trả hộ lương nhân viên cho VIB AMC,- Phải thu trả hộ lương nhân viên cho VIB AMC,-,17.568,,17568.0
- Phải thu cổ tức từ VIB AMC,Công ty conVIB AMC > - Phải thu cổ tức từ VIB AMC,- Phải thu cổ tức từ VIB AMC,-,16.452,,16452.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường",,
- Cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Cho vay",- Cho vay,1.134,1.401,1134.0,1401.0
- Tiền gửi không kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Tiền gửi không kỳ hạn tại Ngân hàng",- Tiền gửi không kỳ hạn tại Ngân hàng,19.291,8.097,19291.0,8097.0
- Tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Tiền gửi có kỳ hạn tại Ngân hàng",- Tiền gửi có kỳ hạn tại Ngân hàng,88.613,64.441,88613.0,64441.0
- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng",- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,1.415,489,1415.0,489.0
