row_label_raw,row_label_full,col_0,1/1/2022,Số phát sinh trong năm,Số đã nộp/được khấu trừ trong năm,31/12/2022,numeric__1/1/2022,numeric__Số phát sinh trong năm,numeric__Số đã nộp/được khấu trừ trong năm,numeric__31/12/2022
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,531.304,2.106.213,(985.752),1.651.765,531304.0,2106213.0,-985752.0,1651765.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,9.385,226.286,(223.666),12.005,9385.0,226286.0,-223666.0,12005.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,22.141,371.973,(370.098),24.016,22141.0,371973.0,-370098.0,24016.0
,,,562.830,2.704.472,(1.579.516),1.687.786,562830.0,2704472.0,-1579516.0,1687786.0
