row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,31/12/2022Triệu VND,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,2.494.867,5.477.663,2494867.0,5477663.0
- Các khoản phải thu nội bộ,- Các khoản phải thu nội bộ,- Các khoản phải thu nội bộ,227.312,186.234,227312.0,186234.0
- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,2.267.555,5.291.429,2267555.0,5291429.0
Phải thu từ hoạt động tài trợ thương mại,Phải thu từ hoạt động tài trợ thương mại,Phải thu từ hoạt động tài trợ thương mại,1.475.198,4.241.564,1475198.0,4241564.0
Phải thu hoa hồng bảo hiểm,Phải thu hoa hồng bảo hiểm,Phải thu hoa hồng bảo hiểm,129.818,200.591,129818.0,200591.0
Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,9.488,12.919,9488.0,12919.0
Phải thu từ Ngân sách nhà nước,Phải thu từ Ngân sách nhà nước,Phải thu từ Ngân sách nhà nước,35.660,39.562,35660.0,39562.0
Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,617.391,796.793,617391.0,796793.0
"Các khoản lãi, phí phải thu (a)","Các khoản lãi, phí phải thu (a)","Các khoản lãi, phí phải thu (a)",3.663.279,2.432.288,3663279.0,2432288.0
Tài sản Có khác (b),Tài sản Có khác (b),Tài sản Có khác (b),1.022.418,1.252.711,1022418.0,1252711.0
Các khoản dự phòng cho các tài sản Có nội bằng khác (*),Các khoản dự phòng cho các tài sản Có nội bằng khác (*),Các khoản dự phòng cho các tài sản Có nội bằng khác (*),(11.064),(31.812),-11064.0,-31812.0
,,,7.169.500,9.130.850,7169500.0,9130850.0
