row_label_raw,row_label_full,col_0,Dự phòng giảm giá đầu tư dài hạn Triệu đồng,Tổng Triệu đồng,numeric__Dự phòng giảm giá đầu tư dài hạn Triệu đồng,numeric__Tổng Triệu đồng
Số dư tại ngày 01 tháng 01 năm 2017,Số dư tại ngày 01 tháng 01 năm 2017,Số dư tại ngày 01 tháng 01 năm 2017,60.633,60.633,60633.0,60633.0
Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,10.679,10.679,10679.0,10679.0
Số dự phòng hoàn nhập trong năm,Số dự phòng hoàn nhập trong năm,Số dự phòng hoàn nhập trong năm,-,-,,
Số dư tại ngày 31 tháng 12 năm 2017,Số dự phòng hoàn nhập trong năm > Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,71.312,71.312,71312.0,71312.0
