row_label_raw,row_label_full,col_0,31/12/2017triệu đồng,31/12/2016triệu đồng,numeric__31/12/2017triệu đồng,numeric__31/12/2016triệu đồng
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ,Chứng khoán nợ,22.433.865,24.887.886,22433865.0,24887886.0
Chứng khoán nợ Chính phủ,Chứng khoán đầu tư sẵn sàng để bán > Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,12.452.281,17.862.228,12452281.0,17862228.0
- Tín phiếu Kho bạc Nhà nước,- Tín phiếu Kho bạc Nhà nước,- Tín phiếu Kho bạc Nhà nước,-,-,,
- Trái phiếu Chính phủ,- Tín phiếu Kho bạc Nhà nước > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,12.452.281,17.862.228,12452281.0,17862228.0
Chứng khoán nợ do các TCTD khác phát hành,- Tín phiếu Kho bạc Nhà nước > Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán nợ do các TCTD khác phát hành,6.680.584,1.810.613,6680584.0,1810613.0
Chứng khoán nợ do các TCKT trong nước phát hành,- Tín phiếu Kho bạc Nhà nước > Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,3.301.000,5.215.045,3301000.0,5215045.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,-,-,,
,,,22.433.865,24.887.886,22433865.0,24887886.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
- Dự phòng giảm giá chứng khoán,- Dự phòng giảm giá chứng khoán,- Dự phòng giảm giá chứng khoán,-,-,,
- Dự phòng chung rủi ro chứng khoán,- Dự phòng giảm giá chứng khoán > - Dự phòng chung rủi ro chứng khoán,- Dự phòng chung rủi ro chứng khoán,(70.633),(42.717),-70633.0,-42717.0
- Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng giảm giá chứng khoán > - Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng cụ thể rủi ro chứng khoán,(87.928),(95.396),-87928.0,-95396.0
,,,(158.561),(138.113),-158561.0,-138113.0
,,,22.275.304,24.749.773,22275304.0,24749773.0
