row_label_raw,row_label_full,col_0,USD được quy đổi,EUR được quy đổi,Các ngoại tệ khác được quy đổi,Tổng,numeric__USD được quy đổi,numeric__EUR được quy đổi,numeric__Các ngoại tệ khác được quy đổi,numeric__Tổng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",173.083,43.514,71.256,287.853,173083.0,43514.0,71256.0,287853.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,807.044,-,-,807.044,807044.0,,,807044.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),943.395,378.968,49.836,1.372.199,943395.0,378968.0,49836.0,1372199.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8.845.267,-,354.570,9.199.837,8845267.0,,354570.0,9199837.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),7.748.120,37.060,-,7.785.180,7748120.0,37060.0,,7785180.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",589,-,-,589,589.0,,,589.0
Các tài sản Có khác (*),Tài sản > Các tài sản Có khác (*),Các tài sản Có khác (*),496.547,436,35,497.018,496547.0,436.0,35.0,497018.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,19.014.045,459.978,475.697,19.949.720,19014045.0,459978.0,475697.0,19949720.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,13.936.776,-,-,13.936.776,13936776.0,,,13936776.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,4.333.564,450.662,442.248,5.226.474,4333564.0,450662.0,442248.0,5226474.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),55.538,1.427,1.839,58.804,55538.0,1427.0,1839.0,58804.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,18.325.878,452.089,444.087,19.222.054,18325878.0,452089.0,444087.0,19222054.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,688.167,7.889,31.610,727.666,688167.0,7889.0,31610.0,727666.0
Trạng thái tiền tệ ngoại bằng,Nợ phải trả > Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,234.159,(2.772),(20.722),210.665,234159.0,-2772.0,-20722.0,210665.0
"Trạng thái tiền tệ nội, ngoại bằng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",922.326,5.117,10.888,938.331,922326.0,5117.0,10888.0,938331.0
