row_label_raw,row_label_full,col_0,Quá hạn,Không địnhlại lãi suất,Lãi suất được định lại trong vòng > Đến 1 tháng,Lãi suất được định lại trong vòng > Từ 1 - 3tháng,Lãi suất được định lại trong vòng > Từ 3 - 6tháng,Lãi suất được định lại trong vòng > Từ 6 - 12tháng,Lãi suất được định lại trong vòng > Từ 1 - 5 năm,Trên 5năm,Tổng,numeric__Quá hạn,numeric__Không địnhlại lãi suất,numeric__Lãi suất được định lại trong vòng > Đến 1 tháng,numeric__Lãi suất được định lại trong vòng > Từ 1 - 3tháng,numeric__Lãi suất được định lại trong vòng > Từ 3 - 6tháng,numeric__Lãi suất được định lại trong vòng > Từ 6 - 12tháng,numeric__Lãi suất được định lại trong vòng > Từ 1 - 5 năm,numeric__Trên 5năm,numeric__Tổng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt vàng bạc, đá quí","Tài sản > Tiền mặt vàng bạc, đá quí","Tiền mặt vàng bạc, đá quí",-,1.016.390,-,-,-,-,-,-,1.016.390,,1016390.0,,,,,,,1016390.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,3.587.550,-,-,-,-,-,3.587.550,,,3587550.0,,,,,,3587550.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,9.473.710,468.480,326.725,6.050,-,-,10.274.965,,,9473710.0,468480.0,326725.0,6050.0,,,10274965.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),1.837.883,-,21.116.481,31.788.733,9.112.730,15.234.760,713.071,60.562,79.864.220,1837883.0,,21116481.0,31788733.0,9112730.0,15234760.0,713071.0,60562.0,79864220.0
Hoạt động mua nợ (*),Tài sản > Hoạt động mua nợ (*),Hoạt động mua nợ (*),-,-,4.022,88,30.913,150.154,771.111,-,956.288,,,4022.0,88.0,30913.0,150154.0,771111.0,,956288.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),100.000,1.528.090,-,1.050.950,1.370.268,50.136,19.699.313,205.578,24.004.335,100000.0,1528090.0,,1050950.0,1370268.0,50136.0,19699313.0,205578.0,24004335.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,285.259,-,-,-,-,-,-,285.259,,285259.0,,,,,,,285259.0
Tài sản có định và bất động sản đầu tư,Tài sản > Tài sản có định và bất động sản đầu tư,Tài sản có định và bất động sản đầu tư,-,366.219,-,-,-,-,-,-,366.219,,366219.0,,,,,,,366219.0
Tài sản có khác (*),Tài sản > Tài sản có khác (*),Tài sản có khác (*),-,4.810.848,-,-,-,-,-,-,4.810.848,,4810848.0,,,,,,,4810848.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.937.883,8.006.806,34.181.763,33.308.251,10.840.636,15.441.100,21.183.495,266.140,125.166.074,1937883.0,8006806.0,34181763.0,33308251.0,10840636.0,15441100.0,21183495.0,266140.0,125166074.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,23.674.909,6.274.319,550.447,41,4.195.800,-,34.695.516,,,23674909.0,6274319.0,550447.0,41.0,4195800.0,,34695516.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,32.971.987,11.779.847,13.684.747,9.160.600,1.016.652,138,68.613.971,,,32971987.0,11779847.0,13684747.0,9160600.0,1016652.0,138.0,68613971.0
Các công cụ tài chính phải sinh và các công nợtài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các công nợtài chính khác,Các công cụ tài chính phải sinh và các công nợtài chính khác,-,89.431,-,-,-,-,-,-,89.431,,89431.0,,,,,,,89431.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTDchịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTDchịu rủi ro",-,-,1.408,13.108,494,679,15.559,-,31.248,,,1408.0,13108.0,494.0,679.0,15559.0,,31248.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,200.000,-,3.395.804,5.240.505,208.752,9.045.061,,,,200000.0,,3395804.0,5240505.0,208752.0,9045061.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),-,2.079.059,-,-,-,-,-,-,2.079.059,,2079059.0,,,,,,,2079059.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,2.168.490,56.648.304,18.267.274,14.235.688,12.557.124,10.468.516,208.890,114.554.286,,2168490.0,56648304.0,18267274.0,14235688.0,12557124.0,10468516.0,208890.0,114554286.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,1.937.883,5.838.316,(22.466.541),15.040.977,(3.395.052),2.883.976,10.714.979,57.250,10.611.788,1937883.0,5838316.0,-22466541.0,15040977.0,-3395052.0,2883976.0,10714979.0,57250.0,10611788.0
Mức chênh nhạy cảm với lãi suất ngoại bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất ngoại bảng,Mức chênh nhạy cảm với lãi suất ngoại bảng,-,-,3.749,(70.764),(20.751),2.450,-,-,(85.316),,,3749.0,-70764.0,-20751.0,2450.0,,,-85316.0
Tổng mức chênh nhạy cảm với lãi suất,Nợ phải trả > Tổng mức chênh nhạy cảm với lãi suất,Tổng mức chênh nhạy cảm với lãi suất,1.937.883,5.838.316,(22.462.792),14.970.213,(3.415.803),2.886.426,10.714.979,57.250,10.526.472,1937883.0,5838316.0,-22462792.0,14970213.0,-3415803.0,2886426.0,10714979.0,57250.0,10526472.0
