row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2017 triệu đồng,Năm 2016 triệu đồng,numeric__Thuyết minh,numeric__Năm 2017 triệu đồng,numeric__Năm 2016 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,7.252.564,5.291.790,23.0,7252564.0,5291790.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,24,(3.809.420),(2.681.727),24.0,-3809420.0,-2681727.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,3.443.144,2.610.063,,3443144.0,2610063.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,582.223,378.717,,582223.0,378717.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(184.184),(131.615),,-184184.0,-131615.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,398.039,247.102,25.0,398039.0,247102.0
(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,26,(62.888),24.814,26.0,-62888.0,24814.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,27,161.340,150.094,27.0,161340.0,150094.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,1.380,27.557,,1380.0,27557.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,160.264,342.371,,160264.0,342371.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(33.814),(24.782),,-33814.0,-24782.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,126.450,317.589,28.0,126450.0,317589.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,4.067.465,3.377.219,,4067465.0,3377219.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(1.306.442),(1.103.941),,-1306442.0,-1103941.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(90.560),(89.319),,-90560.0,-89319.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(915.614),(880.151),,-915614.0,-880151.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,29,(2.312.616),(2.073.411),29.0,-2312616.0,-2073411.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,1.754.849,1.303.808,,1754849.0,1303808.0
Chi phí dự phòng cho vay khách hàng,Chi phí dự phòng cho vay khách hàng,Chi phí dự phòng cho vay khách hàng,,(349.935),(606.127),,-349935.0,-606127.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,1.404.914,697.681,,1404914.0,697681.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,21,(280.706),(138.893),21.0,-280706.0,-138893.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(280.706),(138.893),,-280706.0,-138893.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,1.124.208,558.788,,1124208.0,558788.0
Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),22.2,2.002,1.119,222.0,2002.0,1119.0
