row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2017 triệu đồng,31/12/2016 triệu đồng,numeric__Thuyết minh,numeric__31/12/2017 triệu đồng,numeric__31/12/2016 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,1.016.390,855.723,5.0,1016390.0,855723.0
Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),6,3.587.550,4.015.092,6.0,3587550.0,4015092.0
Tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,Tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,7,10.274.965,9.152.035,7.0,10274965.0,9152035.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,9.389.715,8.484.658,71.0,9389715.0,8484658.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,885.250,667.377,72.0,885250.0,667377.0
Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,,-,-,,,
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,,-,-,,,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Chứng khoán kinh doanh > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,11.331,,,11331.0
Cho vay khách hàng,Chứng khoán kinh doanh > Cho vay khách hàng,Cho vay khách hàng,,78.919.360,59.164.341,,78919360.0,59164341.0
Cho vay khách hàng,Chứng khoán kinh doanh > Cho vay khách hàng,Cho vay khách hàng,8,79.864.220,60.179.583,8.0,79864220.0,60179583.0
Dự phòng rủi ro cho vay khách hàng,Chứng khoán kinh doanh > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,9,(944.860),(1.015.242),9.0,-944860.0,-1015242.0
Hoạt động mua nợ,Chứng khoán kinh doanh > Hoạt động mua nợ,Hoạt động mua nợ,10,955.774,-,10.0,955774.0,
Mua nợ,Chứng khoán kinh doanh > Mua nợ,Mua nợ,10,956.288,-,10.0,956288.0,
Dự phòng rủi ro hoạt động mua nợ,Chứng khoán kinh doanh > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,10,(514),-,10.0,-514.0,
Chứng khoán đầu tư,Chứng khoán kinh doanh > Chứng khoán đầu tư,Chứng khoán đầu tư,11,23.150.396,26.669.664,11.0,23150396.0,26669664.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán kinh doanh > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,11.1,22.433.865,24.887.886,111.0,22433865.0,24887886.0
,,,11.2,,,112.0,,
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán kinh doanh > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,11.3,1.570.470,2.664.875,113.0,1570470.0,2664875.0
Dự phòng rủi ro chứng khoán đầu tư,Chứng khoán kinh doanh > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,11.5,(853.939),(883.097),115.0,-853939.0,-883097.0
"Góp vốn, đầu tư dài hạn","Chứng khoán kinh doanh > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12,213.947,191.128,12.0,213947.0,191128.0
Đầu tư vào công ty con,Chứng khoán kinh doanh > Đầu tư vào công ty con,Đầu tư vào công ty con,,100.000,66.500,,100000.0,66500.0
Đầu tư dài hạn khác,Chứng khoán kinh doanh > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,185.259,185.261,,185259.0,185261.0
Dự phòng giảm giá đầu tư dài hạn khác,Chứng khoán kinh doanh > Dự phòng giảm giá đầu tư dài hạn khác,Dự phòng giảm giá đầu tư dài hạn khác,,(71.312),(60.633),,-71312.0,-60633.0
Tài sản cố định,Chứng khoán kinh doanh > Tài sản cố định,Tài sản cố định,13,366.219,371.338,13.0,366219.0,371338.0
Tài sản cố định hữu hình,Chứng khoán kinh doanh > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13.1,216.193,242.555,131.0,216193.0,242555.0
Nguyên giá tài sản cố định,Chứng khoán kinh doanh > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,547.478,535.836,,547478.0,535836.0
Khẩu hao tài sản cố định,Chứng khoán kinh doanh > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(331.285),(293.281),,-331285.0,-293281.0
Tài sản cố định vô hình,Chứng khoán kinh doanh > Tài sản cố định vô hình,Tài sản cố định vô hình,13.2,150.026,128.783,132.0,150026.0,128783.0
Nguyên giá tài sản cố định,Chứng khoán kinh doanh > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,284.179,232.737,,284179.0,232737.0
Hao mòn tài sản cố định,Chứng khoán kinh doanh > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(134.153),(103.954),,-134153.0,-103954.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,,-,-,,,
Tài sản Có khác,Bất động sản đầu tư > Tài sản Có khác,Tài sản Có khác,14,4.810.848,4.292.847,14.0,4810848.0,4292847.0
Các khoản phải thu,Bất động sản đầu tư > Các khoản phải thu,Các khoản phải thu,,3.171.303,2.758.795,,3171303.0,2758795.0
"Các khoản lãi, phí phải thu","Bất động sản đầu tư > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,1.104.505,1.304.946,,1104505.0,1304946.0
Tài sản Có khác,Bất động sản đầu tư > Tài sản Có khác,Tài sản Có khác,,535.040,229.106,,535040.0,229106.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,-,-,,,
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,123.295.449,104.723.499,,123295449.0,104723499.0
