row_label_raw,row_label_full,Phân loại,31/12/2017 triệu đồng,31/12/2016 triệu đồng,numeric__31/12/2017 triệu đồng,numeric__31/12/2016 triệu đồng
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,9.923.964,6.968.038,9923964.0,6968038.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,100.000,100.000,100000.0,100000.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,-,-,,
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,-,-,,
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,-,-,,
,,,10.023.964,7.068.038,10023964.0,7068038.0
