row_label_raw,row_label_full,col_0,Giá trị số sách > 31/12/2017 triệu đồng,Giá trị số sách > 31/12/2016 triệu đồng,numeric__Giá trị số sách > 31/12/2017 triệu đồng,numeric__Giá trị số sách > 31/12/2016 triệu đồng
Bảo lãnh,Bảo lãnh,Bảo lãnh,13.911.482,8.656.170,13911482.0,8656170.0
Bất động sản,Bất động sản,Bất động sản,107.656.101,77.352.608,107656101.0,77352608.0
Hàng hóa lưu kho,Hàng hóa lưu kho,Hàng hóa lưu kho,13.890.821,14.346.619,13890821.0,14346619.0
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,10.524.769,8.508.789,10524769.0,8508789.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,36.123.670,19.005.679,36123670.0,19005679.0
Quyền khai thác tài sản,Quyền khai thác tài sản,Quyền khai thác tài sản,17.256.108,15.811.058,17256108.0,15811058.0
"Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá",19.376.809,14.594.586,19376809.0,14594586.0
Tài sản đảm bảo khác,Tài sản đảm bảo khác,Tài sản đảm bảo khác,2.251.033,2.189.391,2251033.0,2189391.0
,,,220.990.793,160.464.900,220990793.0,160464900.0
