row_label_raw,row_label_full,col_0,31/12/2017%/năm,31/12/2016%/năm,numeric__31/12/2017%/năm,numeric__31/12/2016%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"1,5% - 4,2%","3,9% - 5,5%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"1,6% - 1,7%","1,2% - 2,3%",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"1,8% - 5,8%","3,9% - 5,5%",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"2,5% - 2,9%","1,2% - 2,3%",,
