row_label_raw,row_label_full,col_0,31/12/2017 triệu đồng,%,31/12/2016 triệu đồng (Trình bày lại),%_1,numeric__31/12/2017 triệu đồng,numeric__%,numeric__31/12/2016 triệu đồng (Trình bày lại),numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,29.156.545,"36,51",31.850.824,"52,93",29156545.0,36.51,31850824.0,52.93
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,4.630.664,"5,80",4.837.499,"8,04",4630664.0,5.8,4837499.0,8.04
Công ty TNHH và công ty cổ phần,Công ty TNHH và công ty cổ phần,Công ty TNHH và công ty cổ phần,19.783.774,"24,77",21.509.849,"35,74",19783774.0,24.77,21509849.0,35.74
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,3.726.689,"4,67",4.423.982,"7,35",3726689.0,4.67,4423982.0,7.35
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.015.418,"1,27",1.079.494,"1,79",1015418.0,1.27,1079494.0,1.79
Cho vay cá nhân và cho vay khác,Cho vay cá nhân và cho vay khác,Cho vay cá nhân và cho vay khác,50.707.675,"63,49",28.328.759,"47,07",50707675.0,63.49,28328759.0,47.07
,,,79.864.220,"100,00",60.179.583,"100,00",79864220.0,100.0,60179583.0,100.0
