row_label_raw,row_label_full,col_0,31/12/2017triệu đồng,31/12/2016triệu đồng,numeric__31/12/2017triệu đồng,numeric__31/12/2016triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,3.171.303,2.758.795,3171303.0,2758795.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,39.058,56.519,39058.0,56519.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,3.132.245,2.702.276,3132245.0,2702276.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,25.412,25.273,25412.0,25273.0
- Phải thu từ VAMC,- Phải thu từ VAMC,- Phải thu từ VAMC,14.787,39.248,14787.0,39248.0
- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư (i),- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư (i),- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư (i),2.521.826,2.180.888,2521826.0,2180888.0
- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (ii),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (ii),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (ii),372.935,301.828,372935.0,301828.0
- Chi xử lý tài sản bảo đảm nợ,- Chi xử lý tài sản bảo đảm nợ,- Chi xử lý tài sản bảo đảm nợ,24.569,24.052,24569.0,24052.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,172.716,130.987,172716.0,130987.0
"Các khoản lãi, phí phải thu (iii)","Các khoản lãi, phí phải thu (iii)","Các khoản lãi, phí phải thu (iii)",1.104.505,1.304.946,1104505.0,1304946.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,535.040,229.106,535040.0,229106.0
- Vật liệu,- Vật liệu,- Vật liệu,6.693,6.465,6693.0,6465.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",181.306,2.206,181306.0,2206.0
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,347.041,220.435,347041.0,220435.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,-,-,,
,,,4.810.848,4.292.847,4810848.0,4292847.0
