row_label_raw,row_label_full,col_0,col_1,Năm 2017 triệu đồng,Năm 2016 triệu đồng,numeric__col_1,numeric__Năm 2017 triệu đồng,numeric__Năm 2016 triệu đồng
I.,I.,I.,"TỔNG SỐ CÁN BỘ, NHÂN VIÊN BÌNH QUÂN (người)",4.571,3.909,,4571.0,3909.0
II.,II.,II.,"THU NHẬP CỦA CÁN BỘ, NHÂN VIÊN",,,,,
II.,II. > II.,II.,1. Tổng quỹ lương,913.592,755.813,,913592.0,755813.0
II.,II. > II.,II.,2. Thu nhập khác,201.462,200.128,,201462.0,200128.0
II.,II. > II.,II.,3. Tổng thu nhập (1+2),1.115.054,955.941,,1115054.0,955941.0
II.,II. > II.,II.,4. Tiền lương bình quân/tháng,"16,66","16,11",,16.66,16.11
II.,II. > II.,II.,5. Thu nhập bình quân/tháng,"20,33","20,38",,20.33,20.38
