row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),100,,9.580.161.791.615,8.045.915.032.712,100.0,,9580161791615.0,8045915032712.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,9.574.610.342.486,8.041.273.538.191,110.0,,9574610342486.0,8041273538191.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,565.564.523.996,1.253.357.329.782,111.0,,565564523996.0,1253357329782.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,155.685.498.972,415.357.329.782,1111.0,,155685498972.0,415357329782.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,409.879.025.024,838.000.000.000,1112.0,,409879025024.0,838000000000.0
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,1.914.035.124.647,1.349.313.180.030,112.0,,1914035124647.0,1349313180030.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,7.068.146.259.945,5.394.079.820.504,114.0,,7068146259945.0,5394079820504.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,A.7.4,(10.885.616.176),(10.885.616.176),116.0,,-10885616176.0,-10885616176.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,32.363.945.074,48.274.630.955,117.0,,32363945074.0,48274630955.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,32.363.945.074,48.274.630.955,1172.0,,32363945074.0,48274630955.0
