row_label_raw,row_label_full,STT,Các loại tài sản tài chính,Số cuối năm > Giá mua,Số cuối năm > Giá trị thị trường hoặc giá trị hợp lý kỳ này,Số cuối năm > CL đánh giá kỳ này > Chênh lệch tăng,Số cuối năm > CL đánh giá kỳ này > Chênh lệch giảm,Số cuối năm > Giá trị đánh giá lại,Số đầu năm > Giá mua,Số đầu năm > Giá trị thị trường hoặc giá trị hợp lý kỳ trước,Số đầu năm > CL đánh giá kỳ trước > Chênh lệch tăng,Số đầu năm > CL đánh giá kỳ trước > Chênh lệch giảm,Số đầu năm > Giá trị đánh giá lại,numeric__Các loại tài sản tài chính,numeric__Số cuối năm > Giá mua,numeric__Số cuối năm > Giá trị thị trường hoặc giá trị hợp lý kỳ này,numeric__Số cuối năm > CL đánh giá kỳ này > Chênh lệch tăng,numeric__Số cuối năm > CL đánh giá kỳ này > Chênh lệch giảm,numeric__Số cuối năm > Giá trị đánh giá lại,numeric__Số đầu năm > Giá mua,numeric__Số đầu năm > Giá trị thị trường hoặc giá trị hợp lý kỳ trước,numeric__Số đầu năm > CL đánh giá kỳ trước > Chênh lệch tăng,numeric__Số đầu năm > CL đánh giá kỳ trước > Chênh lệch giảm,numeric__Số đầu năm > Giá trị đánh giá lại
A,A,A,B,1,2,3=(2-1),4=(1-2),5=(1+3-4),6,7,8=(7-6),9=(6-7),10=(6+8-9),,1.0,2.0,,,,6.0,7.0,,,
I,I,I,FVTPL,,,,,,,,,,,,,,,,,,,,,
1,I > 1,1,Cổ phiếu,16.595.890.833,502.094.624.647,485.503.022.069,4.288.255,502.094.624.647,16.400.532.728,351.393.976.595,334.999.717.599,6.273.732,351.393.976.595,,16595890833.0,502094624647.0,485503022069.0,4288255.0,502094624647.0,16400532728.0,351393976595.0,334999717599.0,6273732.0,351393976595.0
1.1,I > 1.1,1.1,"Cổ phiếu niêm yết, đăng ký GD",14.571.814.929,500.070.548.743,485.503.022.069,4.288.255,500.070.548.743,14.376.456.824,349.369.900.691,334.999.717.599,6.273.732,349.369.900.691,,14571814929.0,500070548743.0,485503022069.0,4288255.0,500070548743.0,14376456824.0,349369900691.0,334999717599.0,6273732.0,349369900691.0
,,,MSH- Công ty cổ phần May Sông Hồng,13.454.983.050,498.787.640.000,485.332.656.950,,498.787.640.000,13.454.983.050,348.192.141.000,334.737.157.950,,348.192.141.000,,13454983050.0,498787640000.0,485332656950.0,,498787640000.0,13454983050.0,348192141000.0,334737157950.0,,348192141000.0
,,,Cổ phiếu niêm yết khác,1.116.831.879,1.282.908.743,170.365.119,4.288.255,1.282.908.743,921.473.774,1.177.759.691,262.559.649,6.273.732,1.177.759.691,,1116831879.0,1282908743.0,170365119.0,4288255.0,1282908743.0,921473774.0,1177759691.0,262559649.0,6273732.0,1177759691.0
1.2,I > 1.2,1.2,Cổ phiếu chưa niêm yết,2.024.075.904,2.024.075.904,,,2.024.075.904,2.024.075.904,2.024.075.904,,,2.024.075.904,,2024075904.0,2024075904.0,,,2024075904.0,2024075904.0,2024075904.0,,,2024075904.0
,,,CIC8 - CTCP đầu tư xây dựng số 8,2.000.000.000,2.000.000.000,,,2.000.000.000,2.000.000.000,2.000.000.000,,,2.000.000.000,,2000000000.0,2000000000.0,,,2000000000.0,2000000000.0,2000000000.0,,,2000000000.0
,,,Cổ phiếu chưa niêm yết khác,24.075.904,24.075.904,,,24.075.904,24.075.904,24.075.904,,,24.075.904,,24075904.0,24075904.0,,,24075904.0,24075904.0,24075904.0,,,24075904.0
2,I > 2,2,Trái phiếu niêm yết,559.940.500.000,559.940.500.000,,,559.940.500.000,474.157.500.000,474.157.500.000,,,474.157.500.000,,559940500000.0,559940500000.0,,,559940500000.0,474157500000.0,474157500000.0,,,474157500000.0
,,,Trái phiếu chính phủ,559.940.500.000,559.940.500.000,,,559.940.500.000,474.157.500.000,474.157.500.000,,,474.157.500.000,,559940500000.0,559940500000.0,,,559940500000.0,474157500000.0,474157500000.0,,,474157500000.0
3,I > 3,3,Trái phiếu khác,120.000.000.000,120.000.000.000,,,120.000.000.000,120.000.000.000,120.000.000.000,,,120.000.000.000,,120000000000.0,120000000000.0,,,120000000000.0,120000000000.0,120000000000.0,,,120000000000.0
,,,Trái phiếu của ngân hàng TMCP Công Thương Việt Nam,120.000.000.000,120.000.000.000,,,120.000.000.000,120.000.000.000,120.000.000.000,,,120.000.000.000,,120000000000.0,120000000000.0,,,120000000000.0,120000000000.0,120000000000.0,,,120000000000.0
4,I > 4,4,"Tiền gửi có kỳ hạn cổ định, chứng chỉ tiền gửi",732.000.000.000,732.000.000.000,,,732.000.000.000,403.761.703.435,403.761.703.435,,,403.761.703.435,,732000000000.0,732000000000.0,,,732000000000.0,403761703435.0,403761703435.0,,,403761703435.0
II,II,II,AFS,,,,,,,,,,,,,,,,,,,,,
,,,Cộng,1.428.536.390.833,1.914.035.124.647,485.503.022.069,4.288.255,1.914.035.124.647,1.014.319.736.163,1.349.313.180.030,334.999.717.599,6.273.732,1.349.313.180.030,,1428536390833.0,1914035124647.0,485503022069.0,4288255.0,1914035124647.0,1014319736163.0,1349313180030.0,334999717599.0,6273732.0,1349313180030.0
