row_label_raw,row_label_full,STT,Các giao dịch và các khoản tiền,Năm nay,Năm trước,numeric__Các giao dịch và các khoản tiền,numeric__Năm nay,numeric__Năm trước
A,A,A,B,1,2,,1.0,2.0
,,,Tiền gửi ngân hàng,,,,,
,,,-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,2.773.603.471.001,3.447.888.429.448,,2773603471001.0,3447888429448.0
,,,-Tiền gửi của Tổ chức phát hành,1.896.647.800,375.518.950,,1896647800.0,375518950.0
,,,Tổng,2.775.500.118.801,3.448.263.948.398,,2775500118801.0,3448263948398.0
