row_label_raw,row_label_full,No.,Related parties,Transactions,Opening balance,Increase,Decrease,Ending balance,numeric__Related parties,numeric__Transactions,numeric__Opening balance,numeric__Increase,numeric__Decrease,numeric__Ending balance
b.1 Receivables (Revenue),b.1 Receivables (Revenue),b.1 Receivables (Revenue),b.1 Receivables (Revenue),,13.200.000,127.943.671,141.143.671,,,,13200000.0,127943671.0,141143671.0,
1,1,1,"SBI FINANCIAL SERVICES CO., LTD","Custody fee, Transfer fee",,41.593.671,41.593.671,,,,,41593671.0,41593671.0,
2,2,2,FPT Corporation,"Service fee paid on behalf of dividends, information disclosure consulting services, shareholder management consulting",13.200.000,86.350.000,99.550.000,,,,13200000.0,86350000.0,99550000.0,
b.2 Payables (Expense),b.2 Payables (Expense),b.2 Payables (Expense),b.2 Payables (Expense),,,2.771.854.540,2.771.854.540,,,,,2771854540.0,2771854540.0,
1,1,1,"FPT IS Co., Ltd","Digital signature service, Software, information technology services",,2.771.854.540,2.771.854.540,,,,,2771854540.0,2771854540.0,
