row_label_raw,row_label_full,No.,Types of revenue from financial activities,Current period,Previous period,numeric__Types of revenue from financial activities,numeric__Current period,numeric__Previous period
1,1,1,Revenue from interests of deposits without fixed maturity,8.827.691.678,9.107.268.126,,8827691678.0,9107268126.0
,,,Total,8.827.691.678,9.107.268.126,,8827691678.0,9107268126.0
