row_label_raw,row_label_full,Items,House and architectural works,Means of transport,Machinery and tools,Equipment and management tools,Total,numeric__House and architectural works,numeric__Means of transport,numeric__Machinery and tools,numeric__Equipment and management tools,numeric__Total
Cost of tangible fixed assets,Cost of tangible fixed assets,Cost of tangible fixed assets,,,,,,,,,,
"Opening balance- Purchase in the period- Completed construction investment- Other increase- Move to investment real estate- Liquidation, sale- Other decreases","Cost of tangible fixed assets > Opening balance- Purchase in the period- Completed construction investment- Other increase- Move to investment real estate- Liquidation, sale- Other decreases","Opening balance- Purchase in the period- Completed construction investment- Other increase- Move to investment real estate- Liquidation, sale- Other decreases",168.659.560.363,1.659.266.200,2.323.000.000,85.553.484.0664.216.221.284,258.195.310.6294.216.221.284,168659560363.0,1659266200.0,2323000000.0,8.555348406642162e+20,2.5819531062942163e+21
Ending balanceAccumulated,Cost of tangible fixed assets > Ending balanceAccumulated,Ending balanceAccumulated,168.659.560.363,1.659.266.200,2.323.000.000,89.532.471.450,262.174.298.013,168659560363.0,1659266200.0,2323000000.0,89532471450.0,262174298013.0
Opening balance- Depreciation in the period- Other increases- Move to investment real estate,Cost of tangible fixed assets > Opening balance- Depreciation in the period- Other increases- Move to investment real estate,Opening balance- Depreciation in the period- Other increases- Move to investment real estate,49.171.830.0636.749.440.545,1.624.612.15634.654.044,2.323.000.000,67.919.566.71712.223.043.495,121.039.008.93619.007.138.084,4.917183006367494e+20,1.6246121563465405e+17,2323000000.0,6.791956671712223e+21,1.2103900893619008e+22
"- Liquidation, sale- Other decreases","Cost of tangible fixed assets > - Liquidation, sale- Other decreases","- Liquidation, sale- Other decreases",,,,237.233.900,237.233.900,,,,237233900.0,237233900.0
Ending balanceRemaining value of tangible fixed assets,Cost of tangible fixed assets > Ending balanceRemaining value of tangible fixed assets,Ending balanceRemaining value of tangible fixed assets,55.921.270.608,1.659.266.200,2.323.000.000,79.905.376.312,139.808.913.120,55921270608.0,1659266200.0,2323000000.0,79905376312.0,139808913120.0
- At the begin of the period- At the end of the periodEvaluation under fair value,Cost of tangible fixed assets > - At the begin of the period- At the end of the periodEvaluation under fair value,- At the begin of the period- At the end of the periodEvaluation under fair value,119.487.730.300112.738.289.755,34.654.044,,17.633.917.3499.627.095.138,137.156.301.693122.365.384.893,1.1948773030011274e+23,34654044.0,,1.763391734996271e+20,1.3715630169312236e+23
