row_label_raw,row_label_full,A.7.1. Tiền và các khoản tương đương tiền,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,120.717.139,125.693.709,120717139.0,125693709.0
- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,155.564.781.833,415.231.636.073,155564781833.0,415231636073.0
- Các khoản tương đương tiền (*),- Các khoản tương đương tiền (*),- Các khoản tương đương tiền (*),409.879.025.024,838.000.000.000,409879025024.0,838000000000.0
Công,Công,Công,565.564.523.996,1.253.357.329.782,565564523996.0,1253357329782.0
