row_label_raw,row_label_full,STT,Loại chi phí,Năm nay,Năm trước,numeric__Loại chi phí,numeric__Năm nay,numeric__Năm trước
1,1,1,Chi phí nghiệp vụ môi giới chứng khoán,180.559.800.828,174.877.326.740,,180559800828.0,174877326740.0
2,2,2,Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,12.090.861.932,3.774.996.554,,12090861932.0,3774996554.0
3,3,3,Chi phí nghiệp vụ lưu ký chứng khoán,18.007.016.134,16.617.027.466,,18007016134.0,16617027466.0
4,4,4,Chi phí hoạt động tư vấn tài chính,14.583.323.095,14.567.429.345,,14583323095.0,14567429345.0
5,5,5,"Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",178.997.567.556,116.135.328.039,,178997567556.0,116135328039.0
Công,Công,Công,Công,404.238.569.545,325.972.108.144,,404238569545.0,325972108144.0
