row_label_raw,row_label_full,Số cuối năm,Số đầu năm,numeric__Số đầu năm
424.805.721,424.805.721,424.805.721,1.260.663.500,1260663500.0
10.185.672,10.185.672,10.185.672,,
,,,50.000.000,50000000.0
434.991.393,10.185.672 > 434.991.393,434.991.393,1.310.663.500,1310663500.0
Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,
6.650.578.286.459,Số cuối năm > 6.650.578.286.459,6.650.578.286.459,4.480.989.985.789,4480989985789.0
6.650.578.286.459,Số cuối năm > 6.650.578.286.459,6.650.578.286.459,4.480.989.985.789,4480989985789.0
14.843.382.524,Số cuối năm > 14.843.382.524,14.843.382.524,9.170.457.945,9170457945.0
14.843.382.524,Số cuối năm > 14.843.382.524,14.843.382.524,9.170.457.945,9170457945.0
417.640.809.455,Số cuối năm > 417.640.809.455,417.640.809.455,913.100.855.095,913100855095.0
417.567.973.486,Số cuối năm > 417.567.973.486,417.567.973.486,912.872.796.723,912872796723.0
417.567.973.486,Số cuối năm > 417.567.973.486,417.567.973.486,912.872.796.723,912872796723.0
72.835.969,Số cuối năm > 72.835.969,72.835.969,228.058.372,228058372.0
72.835.969,Số cuối năm > 72.835.969,72.835.969,228.058.372,228058372.0
