row_label_raw,row_label_full,Tài sản FVTPL,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý
"Cổ phiếu niêm yết, đăng ký GD","Cổ phiếu niêm yết, đăng ký GD","Cổ phiếu niêm yết, đăng ký GD",14.571.814.929,500.070.548.743,14.376.456.824,349.369.900.691,14571814929.0,500070548743.0,14376456824.0,349369900691.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,2.024.075.904,2.024.075.904,2.024.075.904,2.024.075.904,2024075904.0,2024075904.0,2024075904.0,2024075904.0
Trái phiếu niêm yết,Trái phiếu niêm yết,Trái phiếu niêm yết,559.940.500.000,559.940.500.000,474.157.500.000,474.157.500.000,559940500000.0,559940500000.0,474157500000.0,474157500000.0
Trái phiếu chưa niêm yết (*),Trái phiếu chưa niêm yết (*),Trái phiếu chưa niêm yết (*),120.000.000.000,120.000.000.000,120.000.000.000,120.000.000.000,120000000000.0,120000000000.0,120000000000.0,120000000000.0
"Tiền gửi có kỳ hạn cố định, chứng chỉ tiền gửi (**)","Tiền gửi có kỳ hạn cố định, chứng chỉ tiền gửi (**)","Tiền gửi có kỳ hạn cố định, chứng chỉ tiền gửi (**)",732.000.000.000,732.000.000.000,403.761.703.435,403.761.703.435,732000000000.0,732000000000.0,403761703435.0,403761703435.0
Cộng,Cộng,Cộng,1.428.536.390.833,1.914.035.124.647,1.014.319.736.163,1.349.313.180.030,1428536390833.0,1914035124647.0,1014319736163.0,1349313180030.0
