row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Phải thu tiền bán hàng do bên thứ ba thu hộ (i),Ngắn hạn: > Phải thu tiền bán hàng do bên thứ ba thu hộ (i),Phải thu tiền bán hàng do bên thứ ba thu hộ (i),2.185.345.550.269,431.005.348.149,2185345550269.0,431005348149.0
"Lãi phải thu từ các khoản tiền gửi ngân hàng,đặt cọc và phải thu từ cho vay","Ngắn hạn: > Lãi phải thu từ các khoản tiền gửi ngân hàng,đặt cọc và phải thu từ cho vay","Lãi phải thu từ các khoản tiền gửi ngân hàng,đặt cọc và phải thu từ cho vay",974.465.191.355,1.042.244.561.460,974465191355.0,1042244561460.0
Phải thu khoản đặt cọc từ hợp đồng hợp tácđầu tư (ii),Ngắn hạn: > Phải thu khoản đặt cọc từ hợp đồng hợp tácđầu tư (ii),Phải thu khoản đặt cọc từ hợp đồng hợp tácđầu tư (ii),935.000.000.000,4.035.000.000.000,935000000000.0,4035000000000.0
"Đặt cọc, ký quỹ cho mục đích phát triển dự án,mở bán căn hộ và thực hiện hợp đồng","Ngắn hạn: > Đặt cọc, ký quỹ cho mục đích phát triển dự án,mở bán căn hộ và thực hiện hợp đồng","Đặt cọc, ký quỹ cho mục đích phát triển dự án,mở bán căn hộ và thực hiện hợp đồng",440.875.574.562,544.745.055.602,440875574562.0,544745055602.0
Phải thu chi phí chi trả hộ cổ đông cũ củacông ty con,Ngắn hạn: > Phải thu chi phí chi trả hộ cổ đông cũ củacông ty con,Phải thu chi phí chi trả hộ cổ đông cũ củacông ty con,285.651.049.202,-,285651049202.0,
Đặt cọc để thực hiện nghĩa vụ trả lãi vay,Ngắn hạn: > Đặt cọc để thực hiện nghĩa vụ trả lãi vay,Đặt cọc để thực hiện nghĩa vụ trả lãi vay,110.646.740.053,102.353.130.605,110646740053.0,102353130605.0
Phải thu khác,Ngắn hạn: > Phải thu khác,Phải thu khác,816.915.807.947,654.622.317.459,816915807947.0,654622317459.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,5.748.899.913.388,6.809.970.413.275,5748899913388.0,6809970413275.0
Dự phòng phải thu ngắn hạn khác khó đòi,Ngắn hạn: > Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(312.027.720.377),(62.885.538.299),-312027720377.0,-62885538299.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Đặt cọc thuê gian hàng dài hạn,Dài hạn: > Đặt cọc thuê gian hàng dài hạn,Đặt cọc thuê gian hàng dài hạn,82.362.006.303,194.115.824.752,82362006303.0,194115824752.0
Đặt cọc thực hiện nghĩa vụ trái phiếu,Dài hạn: > Đặt cọc thực hiện nghĩa vụ trái phiếu,Đặt cọc thực hiện nghĩa vụ trái phiếu,120.190.140.000,120.190.140.000,120190140000.0,120190140000.0
Đặt cọc thực hiện hợp đồng hợp tác kinhdoanh,Dài hạn: > Đặt cọc thực hiện hợp đồng hợp tác kinhdoanh,Đặt cọc thực hiện hợp đồng hợp tác kinhdoanh,73.366.827.000,73.366.827.000,73366827000.0,73366827000.0
Phải thu khác,Dài hạn: > Phải thu khác,Phải thu khác,18.699.134.999,18.843.910.330,18699134999.0,18843910330.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,294.618.108.302,406.516.702.082,294618108302.0,406516702082.0
