row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,29.1,89.392.047.933.230,57.670.387.202.439,,291.0,89392047933230.0,57670387202439.0
02,02,02,2. Các khoản giảm trừ doanh thu,29.1,(41.999.335.317),(56.043.536.545),,291.0,-41999335317.0,-56043536545.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,29.1,89.350.048.597.913,57.614.343.665.894,,291.0,89350048597913.0,57614343665894.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,30,(62.796.326.957.038),(40.184.632.606.036),,30.0,-62796326957038.0,-40184632606036.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,26.553.721.640.875,17.429.711.059.858,,,26553721640875.0,17429711059858.0
21,21,21,6. Doanh thu hoạt động tài chính,29.3,1.636.951.439.612,6.762.384.524.143,,293.0,1636951439612.0,6762384524143.0
22,22,22,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,31,(3.786.983.558.714)(3.401.633.686.717),(5.389.034.072.187)(4.308.066.793.490),,31.0,,
23,23,23,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,31,(3.786.983.558.714)(3.401.633.686.717),(5.389.034.072.187)(4.308.066.793.490),,31.0,,
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",19.1,44.400.927.597,19.823.588.740,,191.0,44400927597.0,19823588740.0
25,25,25,9. Chi phí bán hàng,32,(8.150.455.992.627),(6.672.815.695.018),,32.0,-8150455992627.0,-6672815695018.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,(6.852.447.761.955),(5.481.841.090.812),,32.0,-6852447761955.0,-5481841090812.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,9.445.186.694.788,6.668.228.314.724,,,9445186694788.0,6668228314724.0
31,31,31,12. Thu nhập khác,33,434.964.045.806,688.479.678.357,,33.0,434964045806.0,688479678357.0
32,32,32,13. Chi phí khác,33,(765.869.262.018),(618.871.762.087),,33.0,-765869262018.0,-618871762087.0
40,40,40,14. (Lỗ)/lợi nhuận khác,33,(330.905.216.212),69.607.916.270,,33.0,-330905216212.0,69607916270.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,9.114.281.478.576,6.737.836.230.994,,,9114281478576.0,6737836230994.0
51,51,51,16. Chi phí thuế TNDN hiện hành,35.1,(3.731.381.559.479),(2.534.168.929.813),,351.0,-3731381559479.0,-2534168929813.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,35.3,272.041.872.129,254.477.855.941,,353.0,272041872129.0,254477855941.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,5.654.941.791.226,4.458.145.157.122,,,5654941791226.0,4458145157122.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,28.1,4.462.411.670.513,3.384.588.126.613,,281.0,4462411670513.0,3384588126613.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,28.1,1.192.530.120.713,1.073.557.030.509,,281.0,1192530120713.0,1073557030509.0
