row_label_raw,row_label_full,"Công ty Cổ phần Tập đoàn Kýnghệ Gỗ Trường Thành (""Công tyGỗ Trường Thành"") (i)Công ty Cổ phần Nước sạchVinaconex (""Công ty Vinaconex"")(ii)Công ty Cổ phần Du lịch Phú Quốc(""Công ty Du lịch Phú Quốc"") (iii)Công ty Cổ phần Cảng Nha Trang(""Công ty Cảng Nha Trang"") (iv)Công ty Cổ phần Giống vật nuôi HàNội (""Công ty Giống vật nuôi HàNội"")Công ty Cổ phần In sách Việt Nam(""Công ty In sách Việt Nam"")",Số đầu năm(Trình bày lại) > 232.999.777.446872.488.610.366492.139.241.52480.262.801.92047.654.104.7254.738.940.039,Đầu tư tăngthêm trong năm > -,Phân chia lãi/(lỗ) từcác công ty liên kết > -,Giảm giá trị khoảnđầu tư trong năm > (232.999.777.446)(892.749.593.971)-1.026.329.485-134.159.176-342.972.426,Cổ tức nhận được > -,Đơn vị tính: VNDSố cuối năm > -2.387.075.724.429-47.788.263.9014.760.612.465,numeric__Số đầu năm(Trình bày lại) > 232.999.777.446872.488.610.366492.139.241.52480.262.801.92047.654.104.7254.738.940.039,numeric__Đầu tư tăngthêm trong năm > -,numeric__Phân chia lãi/(lỗ) từcác công ty liên kết > -,numeric__Giảm giá trị khoảnđầu tư trong năm > (232.999.777.446)(892.749.593.971)-1.026.329.485-134.159.176-342.972.426,numeric__Cổ tức nhận được > -,numeric__Đơn vị tính: VNDSố cuối năm > -2.387.075.724.429-47.788.263.9014.760.612.465
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.730.283.476.020,1.905.000.000.000,44.400.927.597,(1.207.038.502.822),(33.021.300.000),2.439.624.600.795,1730283476020.0,1905000000000.0,44400927597.0,-1207038502822.0,-33021300000.0,2439624600795.0
"(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).","(i) Trong tháng 3 và tháng 4 năm 2017, Tập đoàn đã bán toàn bộ 29,9% cổ phần của Công ty Gỗ Trường Thành. Theo đó, Công ty Gỗ TrườngThành không còn là công ty liên kết của Tập đoàn. Khoản lãi từ giao dịch chuyển nhượng này là 80 tỷ VND đã được ghi nhận vào báo cáo kếtquả hoạt động kinh doanh hợp nhất;(ii) Vào ngày 1 tháng 9 năm 2017, Tập đoàn đã bán toàn bộ cổ phần của Công ty Vinaconex. Theo đó, Công ty Vinaconex không còn là công ty liênkết của Tập đoàn;(iii) Trong năm 2017, Tập đoàn đã mua thêm 190.500.000 cổ phần do Công ty Du lịch Phú Quốc phát hành để tăng vốn điều lệ với tổng giá trị là1.905 tỷ VND. Qua giao dịch này, tỷ lệ biểu quyết của Tập đoàn trong Công ty Du lịch Phú Quốc không thay đổi; và(iv) Vào ngày 5 tháng 9 năm 2017, Tập đoàn đã mua thêm 13.500.000 cổ phần của Công ty Cảng Nha Trang và làm tỷ lệ biểu quyết của Tập đoàntrong Công ty Cổ phần Cảng Nha Trang tăng lên 85,55%. Theo đó, Công ty Cảng Nha Trang trở thành công ty con của Tập đoàn (Thuyết minhsố 4).",,,,,,
