row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,52.557.010.177.655,48.291.171.155.513,,,52557010177655.0,48291171155513.0
410,410,410,I. Vốn chủ sở hữu,28.1,52.557.010.177.655,48.291.171.155.513,,281.0,52557010177655.0,48291171155513.0
411,411,411,1. Vốn cổ phần đã phát hành,28.1,26.377.079.540.000,26.377.079.540.000,,281.0,26377079540000.0,26377079540000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,26.377.079.540.000,26.377.079.540.000,,,26377079540000.0,26377079540000.0
412,412,412,2. Thặng dư vốn cổ phần,28.1,2.651.165.167.904,2.504.959.737.448,,281.0,2651165167904.0,2504959737448.0
415,415,415,3. Cổ phiếu quỹ,28.1,(2.974.924.074.484),(2.974.924.074.484),,281.0,-2974924074484.0,-2974924074484.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,28.1,37.845.114.930,32.845.114.930,,281.0,37845114930.0,32845114930.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,28.1,5.583.084.564.118,1.887.422.518.069,,281.0,5583084564118.0,1887422518069.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.882.422.518.069,402.299.862.165,,,1882422518069.0,402299862165.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,3.700.662.046.049,1.485.122.655.904,,,3700662046049.0,1485122655904.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,28.1,20.882.759.865.187,20.463.788.319.550,,281.0,20882759865187.0,20463788319550.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,213.792.056.984.597,183.475.625.944.724,,,213792056984597.0,183475625944724.0
