row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,434.964.045.806,688.479.678.357,434964045806.0,688479678357.0
Lãi thu được từ việc chuyển nhượng quyền tham gia phát triển dự án,Lãi thu được từ việc chuyển nhượng quyền tham gia phát triển dự án,Lãi thu được từ việc chuyển nhượng quyền tham gia phát triển dự án,-,450.000.000.000,,450000000000.0
"Lãi từ thanh lý, nhượng bán tài sản cố định","Lãi từ thanh lý, nhượng bán tài sản cố định","Lãi từ thanh lý, nhượng bán tài sản cố định",82.295.849.636,11.796.442.562,82295849636.0,11796442562.0
Tiền phạt thu được,Tiền phạt thu được,Tiền phạt thu được,235.903.502.779,143.710.158.776,235903502779.0,143710158776.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,116.764.693.391,82.973.077.019,116764693391.0,82973077019.0
Chi phí khác,Chi phí khác,Chi phí khác,765.869.262.018,618.871.762.087,765869262018.0,618871762087.0
"Lỗ từ thanh lý, nhượng bán tài sản cố định","Lỗ từ thanh lý, nhượng bán tài sản cố định","Lỗ từ thanh lý, nhượng bán tài sản cố định",385.473.705.459,224.910.588.639,385473705459.0,224910588639.0
Các khoản phạt,Các khoản phạt,Các khoản phạt,228.356.257.763,312.368.662.901,228356257763.0,312368662901.0
Chi phí khác,Chi phí khác,Chi phí khác,152.039.298.796,81.592.510.547,152039298796.0,81592510547.0
(Lỗ)/LỢI NHUẬN KHÁC THUÀN,(Lỗ)/LỢI NHUẬN KHÁC THUÀN,(Lỗ)/LỢI NHUẬN KHÁC THUÀN,(330.905.216.212),69.607.916.270,-330905216212.0,69607916270.0
