row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,3.614.086.042.849,1.973.699.838.278,3614086042849.0,1973699838278.0
Phải thu từ chuyển nhượng khoản đầu tư,Phải thu từ chuyển nhượng khoản đầu tư,Phải thu từ chuyển nhượng khoản đầu tư,1.118.410.842.439,367.694.692.439,1118410842439.0,367694692439.0
Phải thu từ cho thuê bất động sản đầu tư và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản đầu tư và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản đầu tư và cung cấp dịch vụ liên quan,344.946.214.307,222.226.402.832,344946214307.0,222226402832.0
Phải thu từ cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Phải thu từ cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Phải thu từ cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,208.024.680.022,55.576.231.521,208024680022.0,55576231521.0
"Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",158.360.787.526,95.357.152.770,158360787526.0,95357152770.0
Phải thu từ cung cấp dịch vụ xây dựng và các dịch vụ liên quan,Phải thu từ cung cấp dịch vụ xây dựng và các dịch vụ liên quan,Phải thu từ cung cấp dịch vụ xây dựng và các dịch vụ liên quan,157.958.584.857,301.559.823.132,157958584857.0,301559823132.0
"Phải thu từ cung cấp dịch vụ quản lý, môi giới bất động sản và các dịch vụ liên quan","Phải thu từ cung cấp dịch vụ quản lý, môi giới bất động sản và các dịch vụ liên quan","Phải thu từ cung cấp dịch vụ quản lý, môi giới bất động sản và các dịch vụ liên quan",73.288.649.997,97.426.132.924,73288649997.0,97426132924.0
Phải thu khác,Phải thu khác,Phải thu khác,69.384.648.921,57.222.501.919,69384648921.0,57222501919.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.744.460.450.918,3.170.762.775.815,5744460450918.0,3170762775815.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 36),Trong đó: > Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 36),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 36),135.043.603.890,11.319.259.495,135043603890.0,11319259495.0
Dự phòng phải thu khó đòi,Trong đó: > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(67.008.044.384),(61.176.629.527),-67008044384.0,-61176629527.0
Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu:,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu:,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu:,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu:,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu:,,
Phải thu từ chuyển nhượng bất động sản từ một đối tác doanh nghiệp,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu: > Phải thu từ chuyển nhượng bất động sản từ một đối tác doanh nghiệp,Phải thu từ chuyển nhượng bất động sản từ một đối tác doanh nghiệp,-,616.434.941.286,,616434941286.0
Phải thu từ chuyển nhượng khoản đầu tư từ một đối tác doanh nghiệp,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu: > Phải thu từ chuyển nhượng khoản đầu tư từ một đối tác doanh nghiệp,Phải thu từ chuyển nhượng khoản đầu tư từ một đối tác doanh nghiệp,100.000.000.000,331.000.000.000,100000000000.0,331000000000.0
Phải thu từ chuyển nhượng khoản đầu tư từ một đối tác doanh nghiệp khác,Chi tiết các khoản phải thu ngắn hạn từ khách hàng chiếm trên 10% tổng phải thu: > Phải thu từ chuyển nhượng khoản đầu tư từ một đối tác doanh nghiệp khác,Phải thu từ chuyển nhượng khoản đầu tư từ một đối tác doanh nghiệp khác,981.716.150.000,-,981716150000.0,
