row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",40,13.000.000.000,1.310.346.390.000,,40.0,13000000000.0,1310346390000.0
32,32,32,Tiền trả lại vốn góp cho các chủ sở hữu,,(30.000.000.000),-,,,-30000000000.0,
33,33,33,Tiền thu từ đi vay,,31.918.446.307.125,20.814.923.248.321,,,31918446307125.0,20814923248321.0
34,34,34,Tiền trả nợ gốc vay,,(22.256.448.989.518),(21.563.433.421.832),,,-22256448989518.0,-21563433421832.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",40,(1.604.550.206.376),(1.339.903.941.515),,40.0,-1604550206376.0,-1339903941515.0
40,40,40,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,8.040.447.111.231,(778.067.725.026),,,8040447111231.0,-778067725026.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(1.690.169.157.323),2.889.951.045.623,,,-1690169157323.0,2889951045623.0
60,60,60,Tiền và tương đương tiền đầu năm,,9.833.332.219.401,6.938.465.104.490,,,9833332219401.0,6938465104490.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(1.413.034.392),4.916.069.288,,,-1413034392.0,4916069288.0
70,70,70,Tiền và tương đương tiền cuối năm,5,8.141.750.027.686,9.833.332.219.401,,5.0,8141750027686.0,9833332219401.0
