row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,113.545.441.345.980,90.499.384.229.533,,,113545441345980.0,90499384229533.0
210,210,210,I. Các khoản phải thu dài hạn,,563.644.449.382,465.506.617.197,,,563644449382.0,465506617197.0
215,215,215,1. Phải thu về cho vay dài hạn,8,269.026.341.080,58.989.915.115,,8.0,269026341080.0,58989915115.0
216,216,216,2. Phải thu dài hạn khác,9,294.618.108.302,406.516.702.082,,9.0,294618108302.0,406516702082.0
220,220,220,II. Tài sản cố định,,35.649.944.002.033,26.880.911.532.443,,,35649944002033.0,26880911532443.0
221,221,221,1. Tài sản cố định hữu hình,14,34.973.533.341.870,26.066.821.876.593,,14.0,34973533341870.0,26066821876593.0
222,222,222,Nguyên giá,,40.845.582.676.116,30.165.242.182.483,,,40845582676116.0,30165242182483.0
223,223,223,Giá trị hao mòn lũy kế,,(5.872.049.334.246),(4.098.420.305.890),,,-5872049334246.0,-4098420305890.0
227,227,227,2. Tài sản cố định vô hình,15,676.410.660.163,814.089.655.850,,15.0,676410660163.0,814089655850.0
228,228,228,Nguyên giá,,1.222.264.361.922,1.173.632.007.764,,,1222264361922.0,1173632007764.0
229,229,229,Giá trị hao mòn lũy kế,,(545.853.701.759),(359.542.351.914),,,-545853701759.0,-359542351914.0
230,230,230,III. Bất động sản đầu tư,16,18.198.420.908.900,17.362.127.296.491,,16.0,18198420908900.0,17362127296491.0
231,231,231,1. Nguyên giá,,20.842.351.193.783,19.186.357.270.103,,,20842351193783.0,19186357270103.0
232,232,232,2. Giá trị hao mòn lũy kế,,(2.643.930.284.883),(1.824.229.973.612),,,-2643930284883.0,-1824229973612.0
240,240,240,IV. Tài sản dở dang dài hạn,,37.492.138.281.596,34.229.427.585.378,,,37492138281596.0,34229427585378.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,18,37.492.138.281.596,34.229.427.585.378,,18.0,37492138281596.0,34229427585378.0
250,250,250,V. Đầu tư tài chính dài hạn,,6.485.785.915.017,3.360.331.864.355,,,6485785915017.0,3360331864355.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",19.1,2.439.624.600.795,1.730.283.476.020,,191.0,2439624600795.0,1730283476020.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,19.1,2.176.543.861.811,1.616.241.288.531,,191.0,2176543861811.0,1616241288531.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,19.1,(50.382.547.589),(56.192.900.196),,191.0,-50382547589.0,-56192900196.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,19.2,1.920.000.000.000,70.000.000.000,,192.0,1920000000000.0,70000000000.0
260,260,260,VI. Tài sản dài hạn khác,,15.155.507.789.052,8.201.079.333.669,,,15155507789052.0,8201079333669.0
261,261,261,1. Chi phí trả trước dài hạn,12,3.061.950.076.912,2.252.711.733.160,,12.0,3061950076912.0,2252711733160.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,35.3,337.979.519.507,328.604.798.935,,353.0,337979519507.0,328604798935.0
268,268,268,3. Tài sản dài hạn khác,13,7.115.047.177.440,-,,13.0,7115047177440.0,
269,269,269,4. Lợi thế thương mại,20,4.640.531.015.193,5.619.762.801.574,,20.0,4640531015193.0,5619762801574.0
270,270,270,TỔNG CỘNG TÀI SẢN,,213.792.056.984.597,183.475.625.944.724,,,213792056984597.0,183475625944724.0
