row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGÂN HẠN,,100.246.615.638.617,92.976.241.715.191,,,100246615638617.0,92976241715191.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,8.141.750.027.686,9.833.332.219.401,,5.0,8141750027686.0,9833332219401.0
111,111,111,1. Tiền,,6.182.781.185.541,6.243.230.621.899,,,6182781185541.0,6243230621899.0
112,112,112,2. Các khoản tương đương tiền,,1.958.968.842.145,3.590.101.597.502,,,1958968842145.0,3590101597502.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,672.569.770.071,494.156.904.807,,6.0,672569770071.0,494156904807.0
121,121,121,1. Chứng khoán kinh doanh,6.1,32.369.112.000,32.369.112.000,,61.0,32369112000.0,32369112000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6.1,(19.505.232.000),(18.996.660.000),,61.0,-19505232000.0,-18996660000.0
123,123,123,3. Đầu tư nấm giữ đến ngày đáo hạn,6.2,659.705.890.071,480.784.452.807,,62.0,659705890071.0,480784452807.0
130,130,130,III. Các khoản phải thu ngắn hạn,,27.335.112.175.074,18.254.656.305.786,,,27335112175074.0,18254656305786.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,5.744.460.450.918,3.170.762.775.815,,71.0,5744460450918.0,3170762775815.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,8.675.566.825.227,5.229.186.165.035,,72.0,8675566825227.0,5229186165035.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,7.684.239.828.536,3.224.258.638.813,,8.0,7684239828536.0,3224258638813.0
136,136,136,4. Phải thu ngắn hạn khác,9,5.748.899.913.388,6.809.970.413.275,,9.0,5748899913388.0,6809970413275.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(518.054.842.995),(179.521.687.152),,10.0,-518054842995.0,-179521687152.0
140,140,140,IV. Hàng tồn kho,11,56.058.815.191.085,55.175.220.368.884,,11.0,56058815191085.0,55175220368884.0
141,141,141,1. Hàng tồn kho,,56.403.215.413.508,55.272.215.830.425,,,56403215413508.0,55272215830425.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(344.400.222.423),(96.995.461.541),,,-344400222423.0,-96995461541.0
150,150,150,V. Tài sản ngắn hạn khác,,8.038.368.474.701,9.218.875.916.313,,,8038368474701.0,9218875916313.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,4.758.744.122.155,3.123.024.713.156,,12.0,4758744122155.0,3123024713156.0
152,152,152,2. Thuế GTGT được khấu trừ,,1.099.347.699.941,972.722.775.130,,,1099347699941.0,972722775130.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,213.678.380.799,111.457.535.408,,22.0,213678380799.0,111457535408.0
155,155,155,4. Tài sản ngắn hạn khác,13,1.966.598.271.806,5.011.670.892.619,,13.0,1966598271806.0,5011670892619.0
