row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,89.392.047.933.230,57.670.387.202.439,89392047933230.0,57670387202439.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,62.481.688.023.505,37.295.758.090.569,62481688023505.0,37295758090569.0
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,4.409.827.940.217,3.321.913.007.632,4409827940217.0,3321913007632.0
"Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Trong đó: > Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",5.465.505.193.438,4.256.597.378.984,5465505193438.0,4256597378984.0
Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,1.852.289.531.525,1.092.565.847.858,1852289531525.0,1092565847858.0
"Doanh thu bán hàng tại siêu thị, cửa hàng tiện ích và các cửa hàng bán lẻ khác","Trong đó: > Doanh thu bán hàng tại siêu thị, cửa hàng tiện ích và các cửa hàng bán lẻ khác","Doanh thu bán hàng tại siêu thị, cửa hàng tiện ích và các cửa hàng bán lẻ khác",13.084.575.890.097,9.303.773.846.276,13084575890097.0,9303773846276.0
Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,1.012.609.580.119,712.567.649.695,1012609580119.0,712567649695.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,1.085.551.774.329,1.687.211.381.425,1085551774329.0,1687211381425.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(41.999.335.317),(56.043.536.545),-41999335317.0,-56043536545.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,89.350.048.597.913,57.614.343.665.894,89350048597913.0,57614343665894.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,62.481.688.023.505,37.295.758.090.569,62481688023505.0,37295758090569.0
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,4.409.827.940.217,3.321.913.007.632,4409827940217.0,3321913007632.0
"Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Trong đó: > Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",5.455.403.903.960,4.256.597.378.984,5455403903960.0,4256597378984.0
Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,1.852.289.531.525,1.092.565.847.858,1852289531525.0,1092565847858.0
"Doanh thu bán hàng tại siêu thị, cửa hàng tiện ích và các cửa hàng bán lẻ khác","Trong đó: > Doanh thu bán hàng tại siêu thị, cửa hàng tiện ích và các cửa hàng bán lẻ khác","Doanh thu bán hàng tại siêu thị, cửa hàng tiện ích và các cửa hàng bán lẻ khác",13.052.677.844.258,9.247.730.309.731,13052677844258.0,9247730309731.0
Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,1.012.609.580.119,712.567.649.695,1012609580119.0,712567649695.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,1.085.551.774.329,1.687.211.381.425,1085551774329.0,1687211381425.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,88.797.537.496.929,57.053.841.854.201,88797537496929.0,57053841854201.0
Doanh thu đối với bên liên quan(Thuyết minh số 36),Trong đó: > Doanh thu đối với bên liên quan(Thuyết minh số 36),Doanh thu đối với bên liên quan(Thuyết minh số 36),552.511.100.984,560.501.811.693,552511100984.0,560501811693.0
