row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm(Trình bày lại),Số đầu năm(Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm(Trình bày lại),numeric__Số đầu năm(Trình bày lại)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Bắt động sản để bán đãhoản thành,Bắt động sản để bán đãhoản thành,Bắt động sản để bán đãhoản thành,3.863.489.205.510,(130.480.925.010),2.150.104.528.562,(13.837.803.985),3863489205510.0,-130480925010.0,2150104528562.0,-13837803985.0
Bắt động sản để bán đangxây dựng,Bắt động sản để bán đangxây dựng,Bắt động sản để bán đangxây dựng,49.912.878.755.235,(105.024.042.158),50.778.882.339.667,-,49912878755235.0,-105024042158.0,50778882339667.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,137.527.038.620,-,118.928.525.806,-,137527038620.0,,118928525806.0,
"Hàng tồn kho bệnh viện,siều thị, khách sạn và gianhàng chuyên doanh","Hàng tồn kho bệnh viện,siều thị, khách sạn và gianhàng chuyên doanh","Hàng tồn kho bệnh viện,siều thị, khách sạn và gianhàng chuyên doanh",2.326.880.062.920,(85.505.947.911),2.097.927.277.737,(62.681.136.250),2326880062920.0,-85505947911.0,2097927277737.0,-62681136250.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",49.091.010.055,-,58.283.018.424,-,49091010055.0,,58283018424.0,
Hàng tồn kho khác,Hàng tồn kho khác,Hàng tồn kho khác,113.349.341.168,(23.389.307.344),68.090.140.229,(20.476.521.306),113349341168.0,-23389307344.0,68090140229.0,-20476521306.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,56.403.215.413.508,(344.400.222.423),55.272.215.830.425,(96.995.461.541),56403215413508.0,-344400222423.0,55272215830425.0,-96995461541.0
