row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,150.606.565.743,55.845.974.848,150606565743.0,55845974848.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,6.005.448.449.742,6.168.352.990.692,6005448449742.0,6168352990692.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,26.726.170.056,19.031.656.359,26726170056.0,19031656359.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,1.958.968.842.145,3.590.101.597.502,1958968842145.0,3590101597502.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.141.750.027.686,9.833.332.219.401,8141750027686.0,9833332219401.0
