row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,8.240.916.817.514,6.452.935.402.714,8240916817514.0,6452935402714.0
- Phải trả cho một đối tác doanh nghiệp,- Phải trả cho một đối tác doanh nghiệp,- Phải trả cho một đối tác doanh nghiệp,203.302.654.454,675.403.553.352,203302654454.0,675403553352.0
- Phải trả đối tượng khác,- Phải trả đối tượng khác,- Phải trả đối tượng khác,8.037.614.163.060,5.777.531.849.362,8037614163060.0,5777531849362.0
Phải trả cho các bên liên quan (Thuyết minh số 36),Phải trả cho các bên liên quan (Thuyết minh số 36),Phải trả cho các bên liên quan (Thuyết minh số 36),4.543.547.368,5.218.835.859,4543547368.0,5218835859.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.245.460.364.882,6.458.154.238.573,8245460364882.0,6458154238573.0
